"x","y","depth"
-121.553636,42.053338,168
-122.4848,42.3132,210
-122.4919,42.3806,180
-122.4921,42.3865,210
-122.5434,42.3088,40
-122.5544,42.2345,45
-122.6130556,42.2475,137
-122.8238889,42.265,96
-122.76004,44.95945,240
-122.58379,44.80212,270
-122.58363,44.80212,90
-122.99674,44.84262,160
-123.0564,44.8545,270
-122.81419,44.91252,220
-122.29182,45.27702,33
-123.1730556,43.96833333,335
-118.6666667,45.56666667,30
-122.085287,42.52235,13
-120.7830556,44.17111111,580
-121.4512,44.35235,616
-123.47896,42.383099,54
-117.2094444,43.99166667,16
-117.2183,43.98590278,16
-117.0678861,43.65150278,5
-117.0882139,44.01233611,20
-117.1121778,43.96773611,125
-117.0364083,43.95328889,122
-123.130404,42.353272,34
-123.311822,42.321316,87
-123.394851,42.551073,102
-123.0205,42.2712,51
-123.0173,42.2634,230
-122.5985,42.2526,240
-121.921078,42.573176,124
-123.038048,43.795786,79
-121.388,45.68419,270
-121.4677778,44.32,530
-122.94125,43.98143333,90
-120.0355556,44.8875,382
-120.0847222,44.86138889,412
-120.0316667,44.66833333,210
-120.0394444,44.84972222,205
-119.8211111,44.79805556,100
-123.3225,43.61638889,235
-123.5208333,43.26611111,24
-123.4736111,43.6942,102
-122.66687,45.28064,176
-123.43221,44.4962,517
-122.8280556,42.28666667,72
-117.1311111,43.80916667,50
-123.1030556,45.08638889,190
-123.1677778,43.31222222,178
-123.2802778,43.52166667,41
-123.618456,42.054169,35
-122.3312,42.1454,210
-122.4897,42.1225,90
-121.3791667,44.14722222,545
-122.7163889,42.21833333,163
-121.2647222,44.38111111,235
-121.565601,42.182285,85
-120.7522222,44.22944444,250
-123.192611,43.278371,67
-121.9444444,45.93388889,215
-120.6683333,44.22527778,255
-123.34402,44.58416,190
-123.1216667,45.07638889,174
-121.31277,45.56387,132
-123.638659,42.186183,49
-123.704591,42.067191,203
-121.8244444,45.34611111,23
-121.770797,42.164168,35
-123.34563,44.58412,146
-123.03532,44.80684,400
-122.85589,44.52649,200
-122.85799,44.52579,380
-123.03434,44.97373,60
-122.92369,44.85248,90
-122.2363889,42.21777778,94
-123.3444444,43.25221111,92
-123.2780556,43.04972222,144
-123.3244444,43.49055556,138
-123.634601,42.177316,62
-123.256563,43.299401,231
-120.8333333,44.09638889,70
-120.8069444,44.86111111,315
-123.17,43.63333333,166
-123.5775,43.09305556,90
-123.5772222,43.0925,179
-123.5766667,43.09361111,125
-123.2272222,45.32555556,60
-123.727984,42.063663,72
-123.588768,42.277516,86
-121.2611111,44.25194444,380
-120.5911111,45.12388889,410
-117.2475,43.99477778,212
-116.9921667,44.03136111,50
-116.9921944,44.01080556,41
-121.507,43.54663889,60
-122.5977778,42.02888889,102
-121.5466667,46.10666667,275
-123.067128,43.297328,87
-123.186547,43.309925,101
-118.5677778,45.90916667,230
-117.0663889,44.00944444,10
-123.36167,44.56449,107
-123.1638,44.3621,150
-123.36119,44.55819,72
-121.4908333,44.31194444,480
-123.2411111,45.30527778,23
-119.6386111,44.58972222,35
-121.90966,42.526463,69
-123.25804,44.64483,360
-123.38832,43.274573,55
-123.340744,43.492086,79
-123.330918,42.409826,138
-123.439742,42.463005,165
-123.263389,42.419479,173
-123.3780556,43.66277778,96
-123.5672222,43.09694444,61
-123.2736111,42.94416667,182
-123.2066667,43.41055556,109
-123.2197222,43.47194444,73
-123.22,43.47388889,49
-123.3575,43.46166667,46
-123.2822222,43.69833333,181
-123.5669444,43.095,34
-122.7761111,42.38583333,42
-121.2133333,44.01194444,945
-122.88514,44.86696,132
-123.18129,44.99672,180
-122.90164,44.89758,85
-122.54399,44.51693,54
-117.0155556,44.00611111,2
-121.4975,43.54138889,30
-119.0905556,44.34333333,16
-116.98112,44.06952,12
-121.65285,42.189621,528
-123.18946,42.775106,55
-121.1063889,44.35333333,220
-121.1047222,44.35444444,220
-123.397007,42.40605,342
-122.4676111,45.49,12
-121.5133333,44.26777778,280
-123.32797,44.58412,380
-122.5802778,42.38027778,58
-122.9813889,42.30416667,139
-123.627024,42.25065,58
-122.8791667,43.73611111,88
-122.8371167,43.9717,280
-122.2033167,44.17383333,30
-123.07525,43.66625,75
-122.7888889,44.58583333,358
-122.1602333,44.17393333,40
-123.395,44.05944444,50
-123.3952667,44.06216667,48
-123.1078833,43.81033333,146
-123.98825,44.6041,112
-123.575703,43.070277,58
-123.426867,42.396964,104
-123.581433,43.093327,104
-117.1322222,43.83944444,240
-123,42.2566,350
-123.0494,42.3099,60
-122.3973,42.3033,90
-122.3376,42.4514,195
-123.1187,42.3407,115
-121.23103,45.50945,65
-123.4016667,43.40305556,215
-123.3363889,45.15111111,189
-123.3352778,45.14666667,347
-123.0602778,45.10833333,9
-123.28963,44.61892,68
-123.275533,43.049734,76
-121.2011111,44.34111111,149
-123.535651,43.241631,125
-123.420832,42.42164,33
-123.466039,42.517631,26
-122.6472222,42.14277778,98
-122.7916667,42.25138889,74
-117.6441667,43.9775,2
-123.0672222,43.29583333,30
-122.771825,42.265157,154
-123.36842,44.46686,70
-123.33279,44.58219,142
-123.05691,44.85604,260
-123.15185,44.9313,80
-123.0594444,42.15054444,90
-121.68923,42.177814,35
-123.0476,44.65468,50
-123.387334,42.528947,248
-121.6402778,44.45,7
-123.380814,42.43826,58
-122.6288889,42.57888889,175
-123.03956,43.48531,295
-117.0187806,43.87253056,22
-123.449206,42.479742,86
-117.7616667,44.64333333,365
-122.7863889,42.22055556,61
-123.619969,42.265117,105
-123.0788889,45.21888889,38
-123.5052778,45.02861111,93
-120.9111111,44.53666667,150
-123.542305,42.362418,126
-123.3392,44.50055,85
-121.654188,42.192727,795
-120.1569444,44.84472222,250
-123.57903,44.66796,46
-122.98245,44.79827,220
-122.63551,45.01642,120
-122.62448,44.90672,360
-122.5348,42.2435,90
-117.3880556,43.96944444,75
-123.0972222,45.23833333,25
-123.2658333,45.17972222,13
-123.4455556,45.09444444,58
-123.33356,42.364053,37
-122.71106,45.31174,63
-123.07216,45.7286,110
-123.680109,42.142083,33
-123.680872,42.100772,31
-123.21299,44.64246,113
-117.4683556,44.02380556,16
-116.9958333,44.06388889,230
-117.0883333,43.79444444,41
-117.4633333,44.02138889,15
-123.3627778,42.54833333,19
-123.410171,42.419366,61
-123.23348,44.559,20
-122.5891667,45.58833333,15
-122.5888889,45.58805556,16
-122.6916667,45.66972222,12
-122.6877778,45.6675,6
-122.6822222,45.66472222,7
-122.6747222,45.65916667,7
-122.6863889,45.65805556,5
-122.6877778,45.66,4
-122.6922222,45.66277778,4
-122.6972222,45.66527778,4
-122.6997222,45.66583333,7
-122.7047222,45.66444444,6
-122.6772222,45.66388889,5
-122.994059,42.500523,31
-122.53061,45.18707,160
-121.3705556,44.13,44
-123.09421,44.987,360
-123.1325,45.18305556,52
-123.1263889,45.19916667,52
-122.77,42.27138889,102
-122.8216667,44.405,76
-117.0513889,44.03722222,140
-123.3363889,43.5025,24
-123.2313889,43.02861111,290
-123.2794444,43.38722222,45
-122.5288,42.3243,120
-123.1223333,44.85275,40
-122.95289,44.77707,120
-123.06624,44.75298,19
-122.9068,45.38205,72
-121.43,45.67,115
-123.33794,45.30834,43
-122.58966,45.58749,7
-122.5899,45.58252,7
-122.59016,45.58762,7
-122.59032,45.58767,7
-122.59648,45.58778,7
-122.59073,45.5878,8
-122.59108,45.58772,8
-122.5906,45.58738,9
-122.59842,45.58728,8
-122.59016,45.58718,8.5
-122.59004,45.58714,9
-122.58982,45.58708,8
-123.28115,45.27031,32
-122.4081,45.3423,280
-122.4425,42.2206,260
-123.0007,42.2485,70
-123.1969444,45.12555556,116
-121.16621,44.32268,250
-118.0313889,45.32527778,215
-122.72757,44.387,155
-122.6880556,42.3432,105
-122.9686111,42.38444444,150
-123.0405556,42.23472222,100
-123.1288889,42.4275,50
-123.4316667,44.3625,70
-118.9697222,44.43416667,89
-122.9841667,42.61527778,100
-122.9394444,42.5225,280
-122.5137,42.2643,110
-123.0444444,45.66111111,160
-123.672368,42.104349,194
-123.623144,42.091791,81
-123.1380556,45.13027778,334
-117.0163889,43.87361111,18
-117.2152778,43.98513889,16
-123.26792,44.60555,20
-118.9383333,44.39583333,139
-119.5405556,44.81472222,16
-119.01733,44.29708,84
-123.494017,42.511501,6
-121.30387,44.11781,760
-121.3133333,43.73,400
-122.88007,45.27369,487
-123.1,42.47055556,59
-123.0905,42.2628,80
-123.15,42.43694444,145
-123.9001,45.43638889,130
-123.23,43.39083333,130
-123.234174,42.303013,102
-122.82527,45.29374,39
-123.369961,42.489114,224
-117.4836111,44.02555556,240
-122.6844444,44.80277778,26
-123.269561,42.225646,139
-117.3456944,43.98363889,98
-122.02798,44.6989,25
-117.784099,45.302653,8
-122.84885,45.67172,54
-123.628127,42.041637,81
-123.0647222,45.20083333,50
-123.0927778,44.99388889,25
-122.9166667,45.63333333,470
-121.24236,44.73654,830
-123.529649,42.297934,142
-123.437717,42.466246,178
-122.96003,45.01013,60
-122.90319,44.52342,65
-123.10703,44.62157,19
-118.045943,45.476494,10
-123.594854,42.302896,107
-123.0547222,42.4125,101
-121.2062,44.24059,455
-117.1156111,44.179,45
-116.9821111,44.24080556,18
-121.5397222,44.345,455
-123.3016667,42.96055556,91
-123.2297222,43.39777778,34
-120.7780556,44.16944444,340
-122.95065,45.37125,161
-123.380859,42.438262,35
-123.352353,42.404077,181
-117.6016667,43.88277778,80
-117.2678944,44.02586389,60
-123.17423,45.38482,67
-123.2769444,45.15305556,65
-123.2361111,43.07638889,50
-123.51,43.05555556,180
-123.5936111,43.30611111,44
-123.6111111,43.51083333,155
-120.8119444,44.15055556,750
-119.41373,44.46939,27
-122.839653,42.592472,671
-123.1627778,44.8627778,22
-122.79466,45.38187,134
-123.506842,42.438868,181
-122.8056,44.60909,74
-117.967615,45.442195,62
-123.519581,42.147477,62
-123.119221,42.45324,119
-122.7241667,45.16444444,8
-123.529441,43.22507,75
-123.345382,43.615228,80
-121.2,45.6,182
-117.2948778,43.76689167,270
-121.3952778,44.10638889,285
-121.1963889,44.23861111,362
-123.13,45.33777778,72
-122.92869,45.35637,78
