"x","y"
-121.462691981909,45.6784588863655
-121.452585128774,45.6805333291278
-121.44316794924,45.6834980906721
-121.436233594669,45.685038342165
-121.428647185058,45.6865964000336
-121.416007348879,45.6887331651106
-121.211889042012,45.6645432038018
-121.193154999104,45.6600381907646
-121.108851806017,45.6332128858609
-121.098205753521,45.6248705988729
-120.97130581093,45.6136614854067
-120.812405013251,45.6005648961225
-120.80552081676,45.6030132727732
-120.602568685255,45.6758591555219
-120.422902442425,45.6683181554378
-120.415667139374,45.6639733997813
-120.409134049444,45.6609730254857
-120.400682412952,45.6580171671293
-120.388456380933,45.6560673689966
-120.376267967475,45.6545716334427
-120.354574597842,45.6546873748843
-120.345709157189,45.6558269829254
-120.130242584705,45.6837028639919
-120.123935206135,45.6852342122971
-120.119621611249,45.6880654260241
-120.117163865325,45.6899439986542
-120.114129301481,45.6927485028177
-120.111696634597,45.6950811380268
-120.109289046753,45.6978678358146
-120.106329720029,45.7024796871057
-120.102730877783,45.7066552821936
-120.088661536322,45.7183629741778
-120.084962377917,45.7207312221381
-120.07377712606,45.7264648750946
-120.068773857572,45.7284146732274
-120.06061063004,45.7308986626293
-119.9272904532,45.7679804399024
-119.79486058228,45.797343153335
-123.738301377332,45.4855624190428
-123.733410964524,45.4897558205064
-123.727943733796,45.4953292160821
-123.716432454419,45.5078560013458
-123.714727079696,45.5119692741189
-123.771380631141,45.6637330137102
-123.809676325279,45.7675174741358
-123.813538497445,45.7810325132475
-123.813626274085,45.7828398603751
-123.805099400472,45.7862141685592
-123.875107540738,45.0553870931113
-123.877941472262,45.0852216754984
-123.874543262337,45.0938933804357
-123.837677073481,45.1608275464715
-123.818040185132,45.2793912986794
-123.822943137459,45.3652625452099
-123.821551250737,45.4916343931365
-123.821312999857,45.4997897131802
-123.816272112809,45.5139635881908
-123.815118476967,45.5162517074607
-123.813287707045,45.5181124737152
-123.809488232479,45.5186644713601
-123.780220992755,45.5203026579191
-123.77697325707,45.5190205988729
-123.771744277222,45.5164386744049
-123.749060285508,45.4966201783161
-123.738301377332,45.4855624190428
-123.832736502594,44.6139225250231
-123.855056848227,44.6007369038607
-123.867784461046,44.5999712297081
-123.873565179775,44.6007369038607
-123.898819773093,44.6077793254269
-123.900136422695,44.6086518378333
-123.952752248694,44.6524644250988
-123.954119056376,44.654245062663
-123.954307149177,44.6578508537303
-123.957216317821,44.8058307384978
-123.95641378854,44.8153393430903
-123.954382386297,44.8384164059214
-123.953241289975,44.8411585877702
-123.946582804845,44.8485482336614
-123.902343378218,44.9214653419127
-123.889628304919,44.9479879384305
-123.877866235142,45.0323367398436
-123.875107540738,45.0553870931113
-124.026936049126,44.3010645050046
-123.979361110174,44.5331617083018
-123.929579215699,44.6228079064682
-123.929503978579,44.6214546219194
-123.929416201939,44.6196561779796
-123.929366043859,44.6187480528219
-123.908788691508,44.6030161199428
-123.900976570536,44.6000513583985
-123.887371191316,44.5958757633106
-123.871847265533,44.5917535873497
-123.864737357682,44.5901243039785
-123.858404900072,44.5911837833291
-123.854016068066,44.5926439061317
-123.824034075701,44.6060164942384
-123.824786446902,44.6082600975692
-123.826792770105,44.6100140255699
-123.832736502594,44.6139225250231
-123.857991095912,43.7062158171419
-123.870706169211,43.7176029943645
-123.881201747467,43.7231852931281
-123.887107861396,43.7261856674237
-123.905352863023,43.7333883463706
-124.049218776199,43.7617895155185
-124.110537029092,43.7364599461687
-124.113057472615,43.8119500757002
-124.059375787415,44.0274428337118
-124.02949411121,44.2209091050551
-124.024641316962,44.2642765329296
-124.02326196976,44.2877453360249
-124.023450062561,44.2913422239045
-124.026936049126,44.3010645050046
-124.172407020865,43.6485409664396
-124.171993216704,43.6504284422575
-124.16932229894,43.6608362688199
-124.166613762616,43.6703359702246
-124.156557067561,43.6989062999411
-124.154224716837,43.7034647321053
-124.150600795552,43.7075958112541
-124.097307835472,43.739923286231
-124.063777158941,43.7465917739087
-123.9300807965,43.7296312011103
-123.924287538251,43.7288744301455
-123.904926519342,43.7248501892506
-123.897139477411,43.722348393473
-123.865238938483,43.7105338632349
-123.857991095912,43.7062158171419
-124.519601251147,42.8531746824796
-124.5549,42.8940314113887
-124.532040455006,42.9349504626125
-124.468941590271,43.0266354907898
-124.449655808482,43.0625420472706
-124.42183061356,43.1314260114391
-124.37547200805,43.2510492429977
-124.35524576226,43.3188915341913
-124.352048184655,43.3315429640844
-124.360487281628,43.3465982546892
-124.362506144351,43.3487973420809
-124.303670716422,43.3982812599882
-124.235104620959,43.4448716418538
-124.214702821888,43.4583955841534
-124.193786902497,43.5883198040205
-124.172407020865,43.6485409664396
-124.243656573612,42.0648063041467
-124.34849950049,42.1373939944487
-124.378983073655,42.1585924846497
-124.38843787175,42.1686619900749
-124.38877643879,42.1753660905038
-124.387685500548,42.1789718815712
-124.387296775428,42.1839042476239
-124.386130600066,42.1987102489696
-124.387146301188,42.2062957649929
-124.402557371291,42.2578541256624
-124.405516698015,42.2658402851375
-124.43509742574,42.3448293674825
-124.454508602729,42.3873598957019
-124.456866032493,42.4970382664648
-124.445317134555,42.5465934098747
-124.440790367828,42.5583545209858
-124.438432938065,42.5619959248044
-124.432928088777,42.5670529354866
-124.426269603647,42.5743891622508
-124.419698895157,42.5835060265792
-124.407385086498,42.605309933552
-124.40223134377,42.6170888510388
-124.400701522328,42.6247455925646
-124.401090247449,42.6323489149634
-124.407635876898,42.6859728152073
-124.414131348268,42.7131631508117
-124.416338303792,42.7189324165195
-124.419159695796,42.7242476196484
-124.478145597965,42.7914043653798
-124.480866673809,42.7944848683657
-124.486221048857,42.7992836866011
-124.493368575267,42.8018032887543
-124.494672685349,42.8022217385819
-124.497820104874,42.8012423879216
-124.500954984879,42.8002719404492
-124.504102404404,42.7993014929767
-124.506020950966,42.7992569770376
-124.509945820732,42.8009485827235
-124.514083862339,42.8071362982589
-124.519601251147,42.8531746824796
-116.809075470589,42.055457956935
-116.858619114184,42.9566653377071
-116.876989511011,43.2600058499453
-116.906118816015,43.7143978467491
-116.914971717149,43.8068040331399
-116.921467188518,43.8205772646985
-116.922959391401,43.8245836992178
-116.923448432681,43.8335670157288
-116.920915449638,43.8457821894188
-116.916539157151,43.8593951635966
-116.913203644826,43.8684942215493
-116.905228510094,43.8862560812516
-116.900287939207,43.8895413575574
-116.891409959033,43.8906809655984
-116.885027343344,43.8908590293549
-116.879961377256,43.891446639751
-116.874945569248,43.8933875346959
-116.872500362845,43.8952572041383
-116.870067695961,43.8975631297838
-116.868349781718,43.9012134367903
-116.867785503318,43.9025845277147
-116.832348819744,44.0381266590966
-116.806780738426,44.1788860585415
-116.808135006588,44.1919114223232
-116.80965228851,44.1963719194213
-116.811884323074,44.2021678946926
-116.819282639885,44.2091747035074
-116.893566756476,44.2715682437547
-116.90273314561,44.275823967533
-116.940477100867,44.2770437042644
-117.053420557677,44.2753075826394
-117.057194953203,44.2743015224157
-117.064844060414,44.2740967490958
-117.080982422678,44.2772573807721
-117.125384863065,44.3071453822861
-117.128105938909,44.3102258852721
-117.153974968708,44.4104935865085
-117.14853281702,44.4868562284465
-117.145661266936,44.4927946547229
-117.113183910087,44.5297606905543
-116.983324640771,44.7607628017495
-116.976189653881,44.7704405669106
-116.966132958826,44.7734231348305
-116.944727998153,44.7789787240306
-116.919623879076,44.7868936580032
-116.890293941752,44.7994382496425
-116.879209006055,44.806961443351
-116.811771467393,44.8932778492724
-116.785952595675,44.9350961224661
-116.746616121375,45.0921216460594
-116.668921255339,45.271120237194
-116.649058655629,45.3517742156615
-116.646337579785,45.3604548237867
-116.642199538178,45.3664555723778
-116.578147669922,45.4556120952141
-116.503236577329,45.5564228909076
-116.490998005791,45.565833560434
-116.483223503379,45.5755558415342
-116.47022002112,45.5944929220288
-116.462144570228,45.6101269198419
-116.464752790391,45.6345305576583
-116.517945434311,45.7205798679452
-116.527726259926,45.736178253007
-116.531851762012,45.7415112625116
-116.549519945719,45.7614365968542
-116.554259884286,45.7662888342165
-116.561557884937,45.7715328118429
-116.685586277444,45.8230199470098
-116.746290093855,45.8363302128017
-116.792360290404,45.8622919084868
-116.844951037363,45.9026055429389
-116.859158313545,45.9176519303558
-116.86288255099,45.9275344688367
-116.865290138834,45.9365533980991
-116.877766961253,45.9548316426949
-116.904062334732,45.9927058036841
-116.925241584044,46.0066570989991
-116.809075470589,42.055457956935
-116.950746967762,42.0506947514509
-117.151818171265,42.0447652283624
-117.261087548709,42.04359000757
-117.458472133326,42.0404738918328
-117.910684843766,42.0323096686012
-118.015402375444,42.0299414206409
-118.126439825211,42.0260685339389
-118.23241130889,42.023237320212
-118.464179257399,42.0174947640676
-119.14956434259,42.0060541677181
-119.840416658509,42.0013888973
-119.885834800017,42.0019943140718
-119.885834800017,42.0019943140718
-119.965761700617,42.0021545714526
-120.294961719673,42.0012286399193
-120.629892299376,42.0002047733199
-120.689342163786,42.0000267095635
-120.794824606184,42
-120.966227305322,42.0014334132391
-121.297734596061,42.0081998359828
-121.54989180412,42.0134438136092
-121.622244834629,42.0156429010009
-121.707388175557,42.0179666330221
-121.798262077134,42.019711657835
-121.954316403768,42.0211539742619
-122.04193003014,42.0216347464042
-122.201859068461,42.0238961561107
-122.392572628428,42.0280806543864
-122.55385593491,42.0316686390781
-122.690850191116,42.0354346875263
-123.13863645099,42.0413731138027
-123.377100503188,42.0417737572546
-123.682826540768,42.0450501303726
-123.740395477175,42.0458781268399
-123.812096452643,42.047712183531
-124.157321978282,42.0612717385819
-124.243656573612,42.0648063041467
