"x","y","depth"
-10565.2618852966,4916.30243698287,340
-10671.8982447693,4706.91335565219,270
-10642.453535062,5039.41701973321,96
-10703.5711128903,4868.55008226944,318
-10669.5064716815,4901.69116785212,40
-10669.5306329384,4901.60596665129,40
-10639.7905001167,4913.03413976758,30
-10713.3798004151,4857.40591611946,110
-10692.1437603133,4877.47159018163,80
-10751.9349042738,4684.2742488104,103
-10234.348719862,5090.78514777729,60
-10721.5977414027,5021.3319818663,26
-10521.1132330399,4916.68251173157,847
-10182.9135265449,4858.23941337538,118
-10700.5753605651,4808.07522655296,120
-10550.0869286986,4921.58520482536,575
-10728.2361728379,4710.47906913765,73
-10545.0134735329,4918.59078814039,260
-10735.8147885304,4719.4210499651,468
-10696.8963786883,4965.19872000421,145
-10712.2193816918,5013.42375990212,180
-10690.4951241699,4997.11610825761,80
-10707.072286007,4997.02720188364,120
-10718.0161699208,4960.77340524011,43
-10498.6275741246,4923.74612314308,90
-10732.4930070926,4744.7218036021,64
-10721.7261143873,4698.89956959356,78
-10505.5612982138,4908.49621063357,460
-10701.9041253244,4885.37437885503,160
-10695.5260579589,4883.49129295594,60
-10749.7156867427,4700.42598090157,42
-10179.2654637711,4890.19014151901,27
-10731.4500200792,4733.37468309296,38
-10681.0878892349,5099.68972569322,83
-10683.1323246861,4696.81877814537,141
-10721.4731778603,4805.9760481553,187
-10568.2998719859,4921.30008652937,53
-10750.7102294794,4675.50985846494,22
-10527.0630947465,4922.72740390429,267
-10504.4016970421,4914.52119778049,260
-10632.8333888354,4694.82332348024,60
-10640.6679677351,4693.17855556189,95
-10706.8722468033,4696.37918502462,110
-10634.4050011879,5033.24543597759,70
-10731.1840549119,4721.66893649784,131
-10658.1235625972,4687.39964125417,100
-10646.2429733687,4679.03132880472,455
-10659.4107713862,4692.10056577756,72
-10643.9816606312,4696.15691908971,55
-10658.1148652405,4687.4329811444,140
-10702.6919492874,4710.60853904474,165
-10690.0341642657,5002.55051036621,70
-10700.6188473485,5009.18514852334,40
-10500.1979253604,4906.39703223592,640
-10752.8238611004,4670.10935191141,78
-10672.1639925027,4955.72772180242,180
-10741.9602798809,4795.2949352955,96
-10728.9142448569,4787.39214662211,261
-10507.0852664465,4906.55385307762,690
-10735.6936343518,4744.02366630054,52
-10608.5938557609,4911.77743594696,238
-10709.5194612568,4759.08240565678,74
-10570.9364234801,4859.38161245431,46
-10684.9442797932,4713.8591661182,109
-10707.7265185714,5023.42622040354,31
-10708.9344857437,5012.83771909084,135
-10731.4261893219,4717.89952850766,81
-10595.0990371321,4822.46842724098,8
-10173.5651205304,4905.45919334818,40
-10585.9393637576,4852.83711535841,58
-10173.4189092672,4931.34020888214,26
-10172.9840414331,4888.70836787871,18
-10685.9106517916,4719.53929544248,125
-10705.593735371,5004.59535696741,15
-10705.5502485876,5009.21848841358,60
-10554.8494098762,5070.12602255758,375
-10676.3677206975,4854.75107288452,70
-10728.0928317024,4893.30803804412,135
-10692.8926983946,4888.95532978165,90
-10693.6899502922,4890.49884334202,75
-10692.5786281474,4880.3733953195,380
-10692.4095080467,4880.55861730237,430
-10692.8685371377,4880.52774678667,86
-10693.0859710548,4880.12643341656,160
-10721.3282190165,5025.80323121984,348
-10553.8174685058,4686.38321913381,124
-10745.8257765717,4846.44696972968,270
-10758.8959728525,4852.40493258393,138
-10742.1293999816,4835.05584056543,190
-10730.1222120292,4827.24566343914,76
-10566.032088415,4838.47317931471,51
-10676.512670844,4690.45950192102,102
-10730.0980507723,4821.78841683774,97
-10758.8234890819,4782.42203249095,48
-10449.7470727805,4823.99761687317,190
-10747.0710814962,4685.58928521431,61
-10743.869845422,4700.5194437272,43
-10751.8137500953,4684.08209990967,162
-10757.0072026912,4678.63536204168,24
-10650.2646310987,4751.43645749579,123
-10658.6393158484,4747.682830387,123
-10692.3677520373,4695.20584315422,92
-10769.7732698035,4934.48934710707,76
-10713.7905069924,5029.29157171069,31
-10700.8894308123,5014.72080498993,22
-10183.4691832686,4886.85615249533,80
-10180.4492696866,4874.87848797809,60
-10182.2853773532,4879.84860099792,180
-10711.4879339948,5058.19478717149,15
-10703.4503240007,4750.03912046151,56
-10752.0830376529,4814.00231778017,67
-10719.1055660294,4824.06602588262,53
-10743.2890446401,4834.62365779095,131
-10746.1398468188,4841.7238186128,62
-10706.5185513991,5031.082047174,120
-10678.7594937853,5001.90964321677,360
-10719.226354919,5011.32507604617,11
-10689.2661876707,4984.60809277042,140
-10689.2113943236,4989.42126159095,30
-10575.1159904181,5072.99769843664,120
-10570.7673120767,4843.1438512217,22
-10668.4168842311,5058.62419273311,25
-10670.9093988012,5061.859705723,26
-10670.9086769206,5061.859705723,26
-10730.1820324485,4944.97807657557,60
-10743.7767837055,4700.81294589425,104
-10657.662602693,4693.67865391544,55
-10575.0435153448,4839.71725176225,34
-10175.448289594,4765.53599598529,16
-10592.162809516,4803.64472521326,41
-10568.4721753191,4894.78981057309,11
-10504.1600583813,5100.57102234977,205
-10755.0696055694,4680.94837249334,81
-10503.7010292903,4926.8948901839,150
-10573.2074076782,4873.27323338632,122
-10326.2749529646,4828.66569493671,27
-10750.0193984381,4700.10225056737,56
-10717.8056938891,4960.86453427343,25
-10760.9978282526,4842.55731586872,280
-10745.7291402416,4828.04829017936,370
-10758.3161461745,4855.61543954481,257
-10716.7379455012,4776.43320023233,51
-10703.4744765602,4895.49982687755,60
-10696.0092483067,4884.26304918046,35
-10708.7895268999,4887.13398491397,160
-10704.083291528,4861.84320768346,40
-10699.5848273099,4900.99473533028,22
-10752.7738512994,4685.6719681421,81
-10546.4147133654,4912.97239984751,430
-10179.8472212623,4858.48884465285,30
-10181.7371568694,4858.16989303625,117
-10744.4543077911,4683.97385639937,85
-10651.242022648,4681.16755115442,285
-10564.9690713892,5023.1792585006,80
-10736.9795385373,4725.65560943939,114
-10753.2630776128,4682.16427829028,102
-10170.2033051598,4896.92912019662,35
-10247.1207533611,5033.94379554509,25
-10230.4832318686,4876.57635300564,36
-10231.0630585465,4876.57635300564,240
-10179.8936042655,4867.25353172334,12
-10595.2998590979,4681.29710774522,116
-10694.8907682373,4993.94326203674,40
-10709.60756548,4997.94293753548,400
-10657.662602693,4702.35813867376,150
-10704.5065657857,4697.39049502847,70
-10700.0448218075,4694.68996391929,180
-10642.6074782753,4694.22320545597,110
-10643.4163324468,4695.86797337432,100
-10712.9026460328,4715.51217010077,83
-10723.7924671774,4841.19902429122,98
-10710.1666141729,4842.18687301431,134
-10708.9103244868,4831.32053817164,33
-10753.5567612559,4801.96291334287,135
-10747.3478139911,4778.34715775845,110
-10745.1493135636,4777.82236232553,125
-10761.9400476914,4783.90380613125,27
-10660.1257810791,4708.70472017924,63
-10720.8619450274,4957.11046263276,27
-10722.0308697655,4957.19270102868,88
-10547.7676393815,4936.71163638341,480
-10527.0639644822,4910.67799749992,605
-10729.6663661708,4713.30506936709,61
-10675.0389559383,4691.60170211128,302
-10675.0631171952,4691.53996219121,146
-10742.0302675101,4691.29151777448,62
-10575.9615648295,4842.06339206284,28
-10567.0709354866,4838.38982958912,65
-10726.3760691641,4954.61441618369,190
-10674.4349680035,4688.97772939205,222
-10618.8932655444,4720.02405744652,66
-10269.23479162,4825.54779841159,630
-10656.1666573436,4695.36787502077,35
-10643.0249513961,4695.84574678083,135
-10653.5139635554,4710.29303255013,140
-10708.8378494136,4813.26143096002,92
-10420.2909608387,4956.99340294415,190
-10741.6945321474,4792.94879499491,64
-10740.848957736,4808.93959321325,118
-10429.3869434702,4959.43215368051,54
-10699.222434549,4901.42691921609,150
-10707.0882282618,4940.84763424801,30
-10676.6344338376,4855.13818568405,55
-10644.8748791625,5022.61890162944,35
-10428.0823399678,4960.97566724088,420
-10428.0340261514,4963.2600676214,75
-10421.2452522086,4976.50341216904,97
-10182.8652040311,4884.38653013193,160
-10282.1117065433,4719.75538682972,240
-10527.5962427111,4711.41569778737,292
-10693.3275662287,5036.88565856108,126
-10720.8208761091,5025.5253988012,85
-10720.3376857612,5043.12145272263,128
-10710.9155522542,5025.37104733403,36
-10701.1459071635,4897.81880183557,9.6
-10701.1763479119,4897.79546391241,9.6
-10714.0554806611,4715.4041488564,115
-10736.8531659447,4708.68927269677,106
-10734.7345768304,4818.68357176833,82
-10686.6224521598,4776.10486454796,23
-10712.5854534346,4773.75740287639,183
-10701.0919835521,4897.79657524208,9.6
-10592.5311425715,4690.40634368869,32
-10717.9459126735,4782.08246015224,33
-10725.1695544504,4769.98131468354,105
-10718.3566192508,4824.99213357431,88
-10749.9086984822,4843.51429518744,53
-10725.2903520374,4772.85224930571,166
-10736.210361707,4810.73006978789,120
-10760.3444654239,4675.87481913007,54
-10754.2798855826,4689.08119418475,59
-10571.953283634,4673.51224337492,168
-10652.9399380143,4702.391478564,210
-10653.5574503388,4709.88184057054,180
-10653.5748450521,4710.53752507853,210
-10658.0365890303,4701.90249350719,40
-10658.9932982654,4693.6453140252,45
-10664.0947850118,4695.09004260213,137
-10682.4317091185,4697.03486953261,96
-10676.8785425476,4996.47709369474,240
-10661.5494513944,4978.99254392487,270
-10661.5355356238,4978.99254392487,90
-10697.4651858154,4983.49342910684,160
-10702.6540288123,4984.81368876022,270
-10681.5881611912,4991.26162353202,220
-10636.1557790881,5031.76959016977,33
-10712.7999824345,4886.33135706242,335
-10320.8632662948,5063.95888412066,30
-10618.1928674108,4725.63493870744,13
-10504.9331577195,4908.86665348798,580
-10563.0440593426,4929.00826915213,616
-10739.4055792104,4710.15956185621,54
-10194.1234452048,4888.92446037728,16
-10194.8936483232,4888.28390217749,16
-10181.81161494,4851.12103786016,5
-10183.5795962117,4891.22151658013,20
-10185.6638220698,4886.26498623159,125
-10179.0738783981,4884.6594238015,122
-10709.0904206517,4706.8447988359,34
-10724.8689911982,4703.29343372787,87
-10732.0903194782,4728.82701093169,102
-10699.5316777632,4697.72389393084,51
-10699.2533623493,4696.85705678468,230
-10662.8288325625,4695.65682073616,240
-10603.9110249758,4731.28338291137,124
-10701.0578899139,4867.15566025289,79
-10557.5473299191,5077.01960052888,270
-10564.4858897387,4925.41311765493,530
-10692.6390225922,4887.78719893609,90
-10439.9204165168,4988.48107668627,382
-10444.1966110875,4985.5792715484,412
-10439.5821850128,4964.1244342817,210
-10440.2586393235,4984.28271989096,205
-10421.2694134655,4978.54085064662,100
-10725.7976949447,4847.21872706554,235
-10743.0474494662,4808.2913179402,24
-10738.9403662988,4855.86610662089,102
-10668.7752153264,5032.17189151197,176
-10735.3395649613,4944.99474652069,517
-10682.7941018794,4699.44275086461,72
-10187.3105187026,4868.64269381654,50
-10706.7118327567,5010.58418922602,190
-10712.3409533435,4813.41578242719,178
-10722.1254796115,4836.69196567291,41
-10751.5380438884,4673.60459487087,35
-10639.5807981498,4683.74336662486,210
-10653.3661084917,4681.19842167012,90
-10556.7790663113,4906.21181025305,545
-10673.0820506847,4691.84866401422,163
-10546.8254199426,4932.20457665376,235
-10572.9939223611,4687.84250612948,85
-10502.2514669441,4915.34940955247,250
-10714.5007853232,4809.65379589658,67
-10605.9432841277,5104.76937914508,215
-10494.955350094,4914.88635626229,255
-10727.6693661029,4954.77000233813,190
-10708.3305065062,5009.47285955146,174
-10551.0043084868,5063.64808188456,132
-10753.295170859,4688.27570243662,49
-10759.029512067,4675.05176837309,203
-10595.5064561085,5039.44789024891,23
-10590.8405503796,4685.82911015808,35
-10727.8093935454,4954.76555701943,146
-10700.8206260236,4979.51709153126,400
-10685.2149589279,4948.36096410494,200
-10685.3976034182,4948.28317102772,380
-10700.7353919281,4998.06407247001,60
-10691.1117667587,4984.58920016596,90
-10631.334738608,4691.78692409415,94
-10727.7062776846,4806.74656969256,92
-10721.9322069513,4784.24337846996,144
-10725.9668063481,4833.23449569775,138
-10752.9422321248,4687.29028641419,62
-10720.0629188689,4811.99092220218,231
-10509.3059886203,4900.56255144447,70
-10507.0108518627,4985.5484010327,315
-10712.5342260037,4849.10181296462,166
-10747.9759544855,4789.05914113395,90
-10747.9517932286,4788.99740010255,179
-10747.9034794122,4789.12088105402,125
-10717.5110448394,5037.16349097972,60
-10761.0640847158,4674.6596912639,72
-10748.9559726365,4698.42580975329,86
-10546.5113496955,4917.84990132024,380
-10488.2390599218,5014.75167550563,410
-10197.4332764746,4889.27020726366,212
-10175.226028644,4893.33582128599,50
-10175.2284378118,4891.05142201679,41
-10567.8971843715,4839.46720258547,60
-10662.7660202525,4670.79514122896,102
-10571.3471387547,5123.97068654696,275
-10703.5870812372,4811.76054356065,87
-10713.973377614,4813.16048555169,101
-10312.2625459422,5102.02192547437,230
-10181.6813981157,4890.90015671213,10
-10729.2044495573,4952.58401686827,107
-10711.9949898894,4930.09181558483,150
-10729.1627022453,4951.8838791733,72
-10566.4911088087,4924.5178793676,480
-10718.7190120117,5034.9099611149,23
