FID,WELL_CLASS,TD,PB,NOX,lat,long
"3,119",G,"13,116.000000000000000","11,377.000000000000000",645.509982523253260,42.615074569599997,-109.773580954000000
"3,120",G,"13,950.000000000000000","13,924.000000000000000",647.966493500468800,42.593825165100000,-109.721998645000000
"3,121",G,"13,735.000000000000000","13,664.000000000000000",647.895723715569490,42.593895164199999,-109.722048648000000
"3,122",G,"13,505.000000000000000","13,496.000000000000000",648.506503450273610,42.593255172900001,-109.721518617000000
"3,123",G,"13,535.000000000000000","13,440.000000000000000",647.935442132579280,42.593855164700003,-109.722018646000000
"3,124",G,"13,560.000000000000000","13,507.000000000000000",649.398352263567180,42.593145157999999,-109.722988664000000
"3,125",G,"13,560.000000000000000","13,507.000000000000000",649.367251644963970,42.593175158400001,-109.723008664999990
"3,126",G,"14,445.000000000000000","13,346.000000000000000",649.438141875744800,42.593105158699998,-109.722958663000000
"3,127",G,"14,000.000000000000000",0.000000000000000,650.028575387463890,42.592455169200001,-109.722358629000000
"3,128",G,"13,497.000000000000000","13,433.000000000000000",650.054688488003190,42.592425169700000,-109.722328627000000
"3,129",G,"10,395.000000000000000","10,335.000000000000000",956.976562056513560,42.409386501100002,-109.749736136000000
"3,130",G,"10,075.000000000000000","9,961.000000000000000",960.946667434821050,42.409516427800000,-109.757926508000000
"3,131",G,"10,283.000000000000000","10,218.000000000000000",960.757415365454110,42.408096490500000,-109.752506229999990
"3,132",G,"10,110.000000000000000","10,033.000000000000000",964.417094700552980,42.406746486400003,-109.754816316000000
"3,133",G,"10,263.000000000000000","10,218.000000000000000",970.789639499977280,42.404326482499997,-109.758566450999990
"3,134",G,"10,285.000000000000000","10,196.000000000000000",963.655162513755390,42.405356562100003,-109.748366026000000
"3,135",G,"10,084.000000000000000","9,760.000000000000000",968.453389619730840,42.403166572799996,-109.749866037000000
"3,136",G,"10,192.000000000000000","10,143.000000000000000",973.565186261255580,42.403056489800001,-109.759416470000010
"3,137",G,"10,092.000000000000000","10,002.000000000000000",977.378286816697600,42.400686526699999,-109.758326380000000
"3,138",G,"9,900.000000000000000","9,818.000000000000000",972.078958518866100,42.401626575999998,-109.751396068999990
"3,139",G,"10,125.000000000000000","10,015.000000000000000",986.064116853800100,42.397096533800003,-109.762276506000010
"3,140",G,"9,825.000000000000000","9,792.000000000000000",979.309155515140670,42.398906570199998,-109.755676226000010
"3,141",G,"13,747.000000000000000",0.000000000000000,786.803889743438390,42.495675898899997,-109.706966163000000
"3,142",G,"13,417.000000000000000","13,358.000000000000000",646.324299955646890,42.596755098999999,-109.726688860000000
"3,143",G,"13,510.000000000000000","13,510.000000000000000",646.302066084614580,42.596775098300000,-109.726698862000010
"3,144",G,"13,757.000000000000000",0.000000000000000,646.279831344643870,42.596795098599998,-109.726708862000000
"3,145",G,"13,456.000000000000000","13,408.000000000000000",646.283382518178770,42.596785098600002,-109.726688861000000
"3,146",G,"11,603.000000000000000","11,562.000000000000000",826.658779858548540,42.471826172800000,-109.708335824000000
"3,147",G,"11,642.000000000000000","11,600.000000000000000",826.660307224531380,42.471816173100002,-109.708305823000000
"3,148",G,"11,607.000000000000000","11,587.000000000000000",826.661834289122230,42.471806173399997,-109.708275821000000
"3,149",G,"13,031.000000000000000","12,177.000000000000000",794.808216339700950,42.470476853599997,-109.640413573000000
"3,150",G,"12,938.000000000000000","12,897.000000000000000",822.339968718109050,42.454167060000003,-109.640263323000000
"3,151",G,"13,650.000000000000000","13,646.000000000000000",647.249304887530120,42.588415364699998,-109.705757995000000
"3,152",G,"13,625.000000000000000","13,576.000000000000000",646.963071576274730,42.588985351399998,-109.706758040000000
"3,153",G,"13,615.000000000000000","13,566.000000000000000",647.062331973927940,42.588935351300002,-109.706818041000010
"3,154",G,"13,582.000000000000000","13,496.000000000000000",647.166622135783200,42.588885350699996,-109.706888042000000
"3,155",G,"13,669.000000000000000","13,583.000000000000000",647.971150734029830,42.588445349600001,-109.707278046000000
"3,156",G,"13,630.000000000000000","13,487.000000000000000",648.240151152610450,42.588345346899999,-109.707538052999990
