	"Start at the Cook Sled, and head toward the Beaufort. John G. and Don Perovich. "					
	Runs from 2.78 km to 5.42 km stake (running NE)					
EM31	Spacing is 5-m nominal.  On the Beuafort it was closer to 5.5m.					
Dist (m)	BH1	E	Snow	Ice+Snow	Ice	Comments
735	197.14	33.301		242.3	242.3
740	186.76	33.296		251.0	251.0
745	212.1	33.301		230.9	230.9
750	210.26	33.3		232.2	232.2
755	195.62	33.301		243.5	243.5
760	192.26	33.303		246.3	246.3
765	216.98	33.298		227.4	227.4
770	210.26	33.301		232.2	232.2
775	204.46	33.301		236.6	236.6
780	219.72	33.3		225.4	225.4
785	219.42	33.3		225.7	225.7
790	223.7	33.3		222.7	222.7
795	203.86	33.3		237.0	237.0
800	211.18	33.3		231.5	231.5
805	220.04	33.301		225.2	225.2
810	226.44	33.3		220.9	220.9
815	216.06	33.301		228.0	228.0
820	215.14	33.3		228.7	228.7
825	218.5	33.296		226.3	226.3
830	218.5	33.3		226.3	226.3
835	215.76	33.3		228.2	228.2
840	200.8	33.3		239.4	239.4
845	200.5	33.3		239.6	239.6
850	203.24	33.3		237.5	237.5
855	198.06	33.296		241.6	241.6
860	191.96	33.3		246.6	246.6
865	194.7	33.298		244.3	244.3
870	190.42	33.298		247.9	247.9
875	189.52	33.298		248.6	248.6
880	193.18	33.296		245.5	245.5
885	202.64	33.296		238.0	238.0
890	193.18	33.298		245.5	245.5
895	213.92	33.298		229.5	229.5
900	237.12	33.298		213.9	213.9
905	226.14	33.298		221.1	221.1
910	231.32	33.298		217.7	217.7
915	233.76	33.298		216.1	216.1
920	229.5	33.298		218.8	218.8
925	250.54	33.298		205.8	205.8
930	242.62	33.3		210.5	210.5
935	256.34	33.298		202.5	202.5
940	260.92	33.298		199.9	199.9
945	249.94	33.298		206.2	206.2
950	256.34	33.3		202.5	202.5
955	249.02	33.298		206.7	206.7
960	244.44	33.298		209.4	209.4
965	250.24	33.298		206.0	206.0
970	247.2	33.3		207.8	207.8
975	256.96	33.296		202.1	202.1
980	250.24	33.298		206.0	206.0
985	264.28	33.3		198.0	198.0
990	251.76	33.298		205.1	205.1
995	232.84	33.294		216.7	216.7
1000	276.48	33.3		191.5	191.5
1005	278.94	33.3		190.3	190.3
1010	263.36	33.298		198.5	198.5
1015	259.1	33.3		200.9	200.9
1020	276.48	33.3		191.5	191.5
1025	281.38	33.298		189.0	189.0
1030	291.14	33.3		184.2	184.2
1035	287.48	33.296		186.0	186.0
1040	265.5	33.3		197.4	197.4
1045	282.28	33.298		188.6	188.6
1050	298.46	33.3		180.7	180.7
1055	266.72	33.3		196.7	196.7
1060	284.72	33.3		187.4	187.4
1065	282.9	33.296		188.3	188.3
1070	280.46	33.3		189.5	189.5
1075	271	33.298		194.4	194.4
1080	264.58	33.298		197.9	197.9
1085	273.74	33.298		193.0	193.0
1090	304.26	33.3		178.0	178.0
1095	313.12	33.298		174.0	174.0
1100	300.6	33.298		179.7	179.7
1105	289.92	33.298		184.8	184.8
1110	309.44	33.298		175.7	175.7
1115	307	33.298		176.8	176.8
1120	299.38	33.298		180.3	180.3
1125	310.66	33.3		175.1	175.1
1130	314.94	33.3		173.2	173.2
1135	313.42	33.296		173.9	173.9
1140	314.34	33.3		173.5	173.5
1145	304.56	33.3		177.9	177.9
1150	294.5	33.3		182.6	182.6
1155	301.52	33.3		179.3	179.3
1160	316.16	33.298		172.7	172.7
1165	295.72	33.3		182.0	182.0
1170	277.1	33.296		191.2	191.2
1175	271.3	33.296		194.3	194.3
1180	278.32	33.298		190.6	190.6
1185	274.04	33.298		192.8	192.8
1190	277.7	33.298		190.9	190.9
1195	281.68	33.294		188.9	188.9
1200	301.2	33.294		179.4	179.4
1205	307	33.3		176.8	176.8
1210	285.34	33.298		187.0	187.0
1215	318.6	33.296		171.6	171.6
1220	328.06	33.298		167.6	167.6
1225	302.12	33.294		179.0	179.0
1230	292.06	33.298		183.8	183.8
1235	300.9	33.294		179.6	179.6
1240	307.32	33.296		176.6	176.6
1245	312.8	33.294		174.1	174.1
1250	320.12	33.292		170.9	170.9
1255	301.52	33.292		179.3	179.3
1260	276.48	33.294		191.5	191.5
1265	288.4	33.292		185.5	185.5
1270	285.64	33.294		186.9	186.9
1275	293.28	33.292		183.2	183.2
1280	300.9	33.294		179.6	179.6
1285	295.72	33.294		182.0	182.0
1290	300.9	33.294		179.6	179.6
1295	303.64	33.294		178.3	178.3
1300	298.16	33.292		180.8	180.8
1305	293.28	33.292		183.2	183.2
1310	268.24	33.29		195.9	195.9
1315	314.94	33.288		173.2	173.2
1320	304.88	33.292		177.7	177.7
1325	301.52	33.29		179.3	179.3
1330	313.12	33.29		174.0	174.0
1335	322.26	33.29		170.0	170.0
1340	328.98	33.29		167.2	167.2
1345	312.2	33.29		174.4	174.4
1350	287.18	33.29		186.1	186.1
1355	311.88	33.29		174.6	174.6
1360	286.86	33.29		186.3	186.3
1365	297.24	33.29		181.3	181.3
1370	308.22	33.29		176.2	176.2
1375	306.4	33.29		177.0	177.0
1380	314.34	33.29		173.5	173.5
1385	333.26	33.288		165.4	165.4
1390	334.16	33.29		165.0	165.0
1395	324.4	33.288		169.1	169.1
1400	324.4	33.287		169.1	169.1
1405	312.5	33.288		174.3	174.3
1410	287.18	33.288		186.1	186.1
1415	274.04	33.283		192.8	192.8
1420	276.48	33.285		191.5	191.5
1425	280.46	33.283		189.5	189.5
1430	314.64	33.285		173.3	173.3
1435	331.12	33.283		166.3	166.3
1440	316.78	33.281		172.4	172.4
1445	318.6	33.287		171.6	171.6
1450	325.02	33.279		168.8	168.8
1455	317.38	33.281		172.1	172.1
1460	283.2	33.283		188.1	188.1
1465	268.24	33.279		195.9	195.9
1470	259.4	33.279		200.7	200.7
1475	278.62	33.278		190.4	190.4
1480	303.04	33.279		178.6	178.6
1485	300.3	33.276		179.8	179.8
1490	303.34	33.279		178.4	178.4
1495	319.82	33.279		171.1	171.1
1500	334.78	33.272		164.8	164.8
1505	336.92	33.274		163.9	163.9
1510	330.5	33.274		166.5	166.5
1515	330.2	33.27		166.7	166.7
1520	325.62	33.27		168.6	168.6
1525	323.18	33.272		169.6	169.6
1530	281.98	33.274		188.7	188.7
1535	313.72	33.276		173.7	173.7
1540	288.4	33.274		185.5	185.5
1545	310.36	33.268		175.2	175.2
1550	320.74	33.274		170.7	170.7
1555	314.94	33.274		173.2	173.2
1560	262.14	33.263		199.2	199.2
1565	247.8	33.266		207.4	207.4
1570	290.22	33.27		184.6	184.6
1575	284.42	33.263		187.5	187.5
1580	293.28	33.268		183.2	183.2
1585	314.34	33.261		173.5	173.5
1590	329.58	33.261		166.9	166.9
1595	331.12	33.268		166.3	166.3
