,,
,,
Latitude,Longitude,thickness (m)
71.5226603,-156.5103529,0.387
71.5226888,-156.5103895,0.368
71.5227173,-156.5104260,0.340
71.5227458,-156.5104625,0.301
71.5227743,-156.5104991,0.263
71.5228029,-156.5105356,0.244
71.5228314,-156.5105721,0.250
71.5228599,-156.5106087,0.265
71.5228885,-156.5106452,0.277
71.5229170,-156.5106817,0.289
71.5229455,-156.5107183,0.305
71.5229741,-156.5107548,0.322
71.5230026,-156.5107913,0.336
71.5230311,-156.5108279,0.348
71.5230597,-156.5108644,0.356
71.5230882,-156.5109010,0.351
71.5231168,-156.5109375,0.335
71.5231453,-156.5109741,0.322
71.5231739,-156.5110107,0.323
71.5232024,-156.5110472,0.335
71.5232310,-156.5110838,0.349
71.5232595,-156.5111204,0.354
71.5232881,-156.5111570,0.343
71.5233167,-156.5111937,0.323
71.5233452,-156.5112303,0.306
71.5233738,-156.5112669,0.299
71.5234024,-156.5113036,0.298
71.5234310,-156.5113403,0.296
71.5234595,-156.5113770,0.296
71.5234881,-156.5114137,0.303
71.5235167,-156.5114504,0.316
71.5235453,-156.5114871,0.325
71.5235739,-156.5115239,0.318
71.5236025,-156.5115607,0.300
71.5236310,-156.5115975,0.290
71.5236596,-156.5116343,0.301
71.5236882,-156.5116711,0.321
71.5237168,-156.5117080,0.329
71.5237454,-156.5117449,0.318
71.5237740,-156.5117818,0.302
71.5238026,-156.5118188,0.289
71.5238313,-156.5118557,0.281
71.5238599,-156.5118927,0.283
71.5238885,-156.5119297,0.304
71.5239171,-156.5119668,0.334
71.5239457,-156.5120038,0.351
71.5239743,-156.5120409,0.347
71.5240030,-156.5120781,0.335
71.5240316,-156.5121152,0.328
71.5240602,-156.5121524,0.327
71.5240888,-156.5121897,0.328
71.5241175,-156.5122269,0.330
71.5241461,-156.5122642,0.337
71.5241747,-156.5123016,0.354
71.5242034,-156.5123389,0.371
71.5242320,-156.5123763,0.379
71.5242607,-156.5124138,0.381
71.5242893,-156.5124512,0.379
71.5243180,-156.5124888,0.370
71.5243466,-156.5125263,0.352
71.5243753,-156.5125639,0.336
71.5244040,-156.5126016,0.325
71.5244326,-156.5126392,0.312
71.5244613,-156.5126770,0.294
71.5244899,-156.5127147,0.284
71.5245186,-156.5127525,0.294
71.5245473,-156.5127904,0.311
71.5245760,-156.5128283,0.318
71.5246046,-156.5128662,0.313
71.5246333,-156.5129042,0.309
71.5246620,-156.5129423,0.316
71.5246907,-156.5129804,0.333
71.5247194,-156.5130185,0.349
71.5247481,-156.5130567,0.357
71.5247768,-156.5130950,0.363
71.5248055,-156.5131333,0.379
71.5248342,-156.5131716,0.398
71.5248629,-156.5132100,0.405
71.5248916,-156.5132485,0.404
71.5249203,-156.5132870,0.408
71.5249490,-156.5133255,0.411
71.5249777,-156.5133642,0.414
71.5250064,-156.5134029,0.432
71.5250351,-156.5134416,0.467
71.5250639,-156.5134804,0.495
71.5250926,-156.5135193,0.501
71.5251213,-156.5135582,0.502
71.5251500,-156.5135972,0.512
71.5251788,-156.5136362,0.512
71.5252075,-156.5136753,0.485
71.5252362,-156.5137145,0.440
71.5252650,-156.5137537,0.391
71.5252937,-156.5137930,0.340
71.5253225,-156.5138324,0.284
71.5253512,-156.5138718,0.223
71.5253800,-156.5139113,0.177
71.5254087,-156.5139509,0.165
71.5254375,-156.5139905,0.177
71.5254662,-156.5140302,0.191
71.5254950,-156.5140700,0.201
71.5255238,-156.5141098,0.207
71.5255525,-156.5141498,0.210
71.5255813,-156.5141897,0.217
71.5256101,-156.5142297,0.241
71.5256389,-156.5142697,0.284
71.5256677,-156.5143098,0.326
71.5256965,-156.5143499,0.362
71.5257253,-156.5143899,0.399
71.5257542,-156.5144300,0.430
71.5257830,-156.5144700,0.444
71.5258119,-156.5145100,0.450
71.5258407,-156.5145500,0.455
71.5258696,-156.5145899,0.447
71.5258986,-156.5146298,0.435
71.5259275,-156.5146697,0.433
71.5259564,-156.5147096,0.424
71.5259854,-156.5147494,0.398
71.5260144,-156.5147892,0.380
71.5260433,-156.5148289,0.379
71.5260724,-156.5148687,0.381
71.5261014,-156.5149084,0.393
71.5261304,-156.5149481,0.423
71.5261595,-156.5149878,0.441
71.5261885,-156.5150274,0.430
71.5262176,-156.5150670,0.418
71.5262467,-156.5151066,0.435
71.5262758,-156.5151462,0.468
71.5263050,-156.5151858,0.494
71.5263341,-156.5152253,0.503
71.5263633,-156.5152648,0.498
71.5263925,-156.5153043,0.492
71.5264217,-156.5153438,0.498
71.5264509,-156.5153833,0.518
71.5264801,-156.5154227,0.538
71.5265093,-156.5154622,0.544
71.5265386,-156.5155016,0.530
71.5265679,-156.5155410,0.498
71.5265971,-156.5155803,0.453
71.5266265,-156.5156197,0.398
71.5266558,-156.5156590,0.333
71.5266851,-156.5156984,0.269
71.5267145,-156.5157377,0.229
71.5267438,-156.5157770,0.217
71.5267732,-156.5158163,0.217
71.5268026,-156.5158556,0.211
71.5268320,-156.5158949,0.191
71.5268615,-156.5159341,0.159
71.5268909,-156.5159734,0.137
71.5269204,-156.5160126,0.141
71.5269498,-156.5160519,0.153
71.5269793,-156.5160911,0.153
71.5270088,-156.5161303,0.148
71.5270384,-156.5161695,0.149
71.5270679,-156.5162087,0.152
71.5270974,-156.5162479,0.153
71.5271270,-156.5162871,0.154
71.5271566,-156.5163263,0.158
71.5271862,-156.5163655,0.155
71.5272158,-156.5164047,0.144
71.5272455,-156.5164439,0.146
71.5272751,-156.5164831,0.167
71.5273048,-156.5165223,0.182
71.5273344,-156.5165614,0.179
71.5273641,-156.5166006,0.181
71.5273939,-156.5166398,0.204
71.5274236,-156.5166790,0.244
71.5274533,-156.5167182,0.281
71.5274831,-156.5167573,0.300
71.5275129,-156.5167965,0.305
71.5275426,-156.5168357,0.304
71.5275725,-156.5168749,0.302
71.5276023,-156.5169141,0.305
71.5276321,-156.5169533,0.326
71.5276620,-156.5169925,0.357
71.5276918,-156.5170317,0.378
71.5277217,-156.5170710,0.380
71.5277516,-156.5171102,0.360
71.5277815,-156.5171494,0.327
71.5278115,-156.5171887,0.299
71.5278414,-156.5172279,0.282
71.5278714,-156.5172672,0.268
71.5279013,-156.5173064,0.255
71.5279313,-156.5173457,0.257
71.5279613,-156.5173850,0.280
71.5279914,-156.5174243,0.305
71.5280214,-156.5174636,0.324
71.5280515,-156.5175030,0.341
71.5280815,-156.5175423,0.359
71.5281116,-156.5175817,0.380
71.5281417,-156.5176211,0.405
71.5281718,-156.5176604,0.436
71.5282020,-156.5176999,0.471
71.5282321,-156.5177393,0.512
71.5282623,-156.5177787,0.569
71.5282925,-156.5178182,0.646
71.5283226,-156.5178576,0.738
71.5283529,-156.5178971,0.849
71.5283831,-156.5179366,0.986
71.5284133,-156.5179762,1.131
71.5284436,-156.5180157,1.243
71.5284739,-156.5180553,1.301
71.5285041,-156.5180949,1.316
71.5285344,-156.5181345,1.306
71.5285648,-156.5181742,1.285
71.5285951,-156.5182138,1.261
71.5286255,-156.5182535,1.240
71.5286558,-156.5182932,1.208
71.5286862,-156.5183330,1.156
71.5287166,-156.5183727,1.093
71.5287470,-156.5184125,1.042
71.5287774,-156.5184523,1.011
71.5288079,-156.5184922,0.988
71.5288383,-156.5185321,0.953
71.5288688,-156.5185720,0.912
71.5288993,-156.5186119,0.880
71.5289298,-156.5186518,0.856
71.5289603,-156.5186918,0.838
71.5289909,-156.5187319,0.834
71.5290214,-156.5187719,0.843
71.5290520,-156.5188120,0.851
71.5290826,-156.5188521,0.859
71.5291132,-156.5188923,0.886
71.5291438,-156.5189324,0.936
71.5291744,-156.5189726,0.996
71.5292051,-156.5190128,1.050
71.5292357,-156.5190530,1.093
71.5292664,-156.5190932,1.163
71.5292971,-156.5191335,1.305
71.5293278,-156.5191737,1.479
71.5293585,-156.5192139,1.560
71.5293892,-156.5192541,1.483
71.5294200,-156.5192942,1.318
71.5294507,-156.5193344,1.171
71.5294815,-156.5193745,1.059
71.5295123,-156.5194146,0.937
71.5295431,-156.5194546,0.794
71.5295739,-156.5194946,0.657
71.5296047,-156.5195346,0.543
71.5296355,-156.5195745,0.450
71.5296663,-156.5196143,0.373
71.5296972,-156.5196541,0.309
71.5297280,-156.5196938,0.259
71.5297589,-156.5197335,0.228
71.5297898,-156.5197730,0.214
71.5298207,-156.5198125,0.211
71.5298516,-156.5198519,0.213
71.5298825,-156.5198912,0.216
71.5299134,-156.5199305,0.222
71.5299443,-156.5199696,0.231
71.5299752,-156.5200086,0.237
71.5300062,-156.5200475,0.237
71.5300371,-156.5200863,0.239
71.5300681,-156.5201250,0.247
71.5300991,-156.5201635,0.254
71.5301300,-156.5202019,0.254
71.5301610,-156.5202402,0.250
71.5301920,-156.5202784,0.249
71.5302230,-156.5203164,0.254
71.5302540,-156.5203543,0.261
71.5302850,-156.5203920,0.263
71.5303160,-156.5204296,0.258
71.5303470,-156.5204670,0.258
71.5303781,-156.5205043,0.268
71.5304091,-156.5205415,0.283
71.5304402,-156.5205785,0.297
71.5304712,-156.5206155,0.303
71.5305023,-156.5206525,0.300
71.5305334,-156.5206893,0.295
71.5305645,-156.5207261,0.296
71.5305956,-156.5207629,0.306
71.5306267,-156.5207997,0.321
71.5306579,-156.5208364,0.333
71.5306891,-156.5208732,0.343
71.5307203,-156.5209100,0.358
71.5307515,-156.5209468,0.387
71.5307828,-156.5209837,0.427
71.5308140,-156.5210206,0.466
71.5308453,-156.5210577,0.496
71.5308766,-156.5210948,0.515
71.5309080,-156.5211320,0.527
71.5309394,-156.5211693,0.536
71.5309708,-156.5212068,0.545
71.5310022,-156.5212444,0.547
71.5310337,-156.5212820,0.531
71.5310652,-156.5213198,0.499
71.5310966,-156.5213577,0.469
71.5311282,-156.5213957,0.455
71.5311597,-156.5214338,0.464
71.5311912,-156.5214720,0.491
71.5312227,-156.5215103,0.533
71.5312543,-156.5215487,0.587
71.5312858,-156.5215872,0.655
71.5313174,-156.5216258,0.737
71.5313489,-156.5216644,0.832
71.5313805,-156.5217031,0.931
71.5314120,-156.5217420,1.021
71.5314435,-156.5217809,1.092
71.5314750,-156.5218198,1.152
71.5315065,-156.5218589,1.210
71.5315380,-156.5218980,1.268
71.5315695,-156.5219372,1.335
71.5316009,-156.5219764,1.424
71.5316323,-156.5220157,1.533
71.5316637,-156.5220551,1.636
71.5316951,-156.5220945,1.717
71.5317265,-156.5221340,1.793
71.5317578,-156.5221735,1.909
71.5317892,-156.5222130,2.064
71.5318205,-156.5222525,2.174
71.5318518,-156.5222921,2.173
71.5318831,-156.5223317,2.094
71.5319143,-156.5223713,1.993
71.5319456,-156.5224110,1.871
71.5319768,-156.5224506,1.717
71.5320080,-156.5224903,1.550
71.5320392,-156.5225299,1.401
71.5320704,-156.5225695,1.289
71.5321016,-156.5226092,1.207
71.5321327,-156.5226488,1.131
71.5321639,-156.5226884,1.048
71.5321950,-156.5227279,0.976
71.5322261,-156.5227674,0.936
71.5322572,-156.5228069,0.908
71.5322883,-156.5228464,0.869
71.5323194,-156.5228858,0.831
71.5323505,-156.5229252,0.817
71.5323815,-156.5229645,0.815
71.5324126,-156.5230037,0.812
71.5324436,-156.5230429,0.819
71.5324746,-156.5230820,0.833
71.5325056,-156.5231211,0.821
71.5325366,-156.5231600,0.766
71.5325676,-156.5231989,0.708
71.5325986,-156.5232377,0.680
71.5326295,-156.5232764,0.669
71.5326605,-156.5233151,0.660
71.5326914,-156.5233536,0.654
71.5327224,-156.5233920,0.661
71.5327533,-156.5234303,0.680
71.5327842,-156.5234685,0.709
71.5328151,-156.5235065,0.744
71.5328460,-156.5235445,0.787
71.5328769,-156.5235823,0.846
71.5329078,-156.5236200,0.931
71.5329387,-156.5236575,1.043
71.5329696,-156.5236949,1.164
71.5330004,-156.5237322,1.263
71.5330313,-156.5237693,1.315
71.5330622,-156.5238062,1.323
71.5330930,-156.5238430,1.313
71.5331238,-156.5238796,1.278
71.5331547,-156.5239161,1.191
71.5331855,-156.5239524,1.062
71.5332164,-156.5239887,0.929
71.5332473,-156.5240248,0.815
71.5332782,-156.5240609,0.726
71.5333091,-156.5240970,0.667
71.5333400,-156.5241330,0.631
71.5333710,-156.5241690,0.606
71.5334020,-156.5242050,0.578
71.5334331,-156.5242410,0.547
71.5334642,-156.5242771,0.519
71.5334953,-156.5243132,0.503
71.5335265,-156.5243494,0.504
71.5335577,-156.5243856,0.521
71.5335889,-156.5244218,0.546
71.5336202,-156.5244582,0.575
71.5336515,-156.5244945,0.611
71.5336828,-156.5245309,0.660
71.5337142,-156.5245674,0.718
71.5337456,-156.5246040,0.771
71.5337770,-156.5246406,0.814
71.5338084,-156.5246774,0.850
71.5338399,-156.5247142,0.881
71.5338713,-156.5247511,0.910
71.5339028,-156.5247880,0.942
71.5339343,-156.5248251,0.983
71.5339658,-156.5248623,1.041
71.5339973,-156.5248995,1.119
71.5340288,-156.5249369,1.204
71.5340603,-156.5249744,1.268
71.5340918,-156.5250120,1.290
71.5341233,-156.5250497,1.268
71.5341548,-156.5250876,1.223
71.5341863,-156.5251256,1.184
71.5342178,-156.5251637,1.170
71.5342493,-156.5252019,1.170
71.5342808,-156.5252403,1.170
71.5343123,-156.5252788,1.166
71.5343437,-156.5253174,1.169
71.5343751,-156.5253563,1.180
71.5344066,-156.5253952,1.192
71.5344380,-156.5254343,1.192
71.5344693,-156.5254736,1.146
71.5345007,-156.5255131,1.033
71.5345320,-156.5255527,0.879
71.5345633,-156.5255925,0.728
71.5345946,-156.5256325,0.594
71.5346258,-156.5256727,0.477
71.5346570,-156.5257130,0.393
71.5346882,-156.5257535,0.353
71.5347193,-156.5257942,0.354
71.5347504,-156.5258351,0.381
71.5347814,-156.5258762,0.407
71.5348125,-156.5259173,0.414
71.5348434,-156.5259587,0.402
71.5348744,-156.5260001,0.384
71.5349053,-156.5260416,0.372
71.5349362,-156.5260833,0.371
71.5349670,-156.5261250,0.377
71.5349978,-156.5261668,0.378
71.5350286,-156.5262087,0.371
71.5350593,-156.5262506,0.355
71.5350900,-156.5262926,0.336
71.5351207,-156.5263346,0.326
71.5351514,-156.5263767,0.330
71.5351820,-156.5264188,0.342
71.5352126,-156.5264609,0.357
71.5352432,-156.5265030,0.377
71.5352738,-156.5265451,0.408
71.5353044,-156.5265872,0.457
71.5353350,-156.5266294,0.529
71.5353656,-156.5266715,0.622
71.5353961,-156.5267135,0.724
71.5354267,-156.5267556,0.823
71.5354573,-156.5267976,0.914
71.5354879,-156.5268395,0.990
71.5355184,-156.5268814,1.066
71.5355490,-156.5269233,1.167
71.5355797,-156.5269650,1.291
71.5356103,-156.5270067,1.410
71.5356409,-156.5270483,1.511
71.5356716,-156.5270898,1.605
71.5357023,-156.5271312,1.684
71.5357330,-156.5271725,1.718
71.5357637,-156.5272137,1.678
71.5357945,-156.5272547,1.572
71.5358253,-156.5272956,1.450
71.5358561,-156.5273364,1.348
71.5358870,-156.5273770,1.256
71.5359179,-156.5274175,1.153
71.5359489,-156.5274578,1.037
71.5359799,-156.5274980,0.919
71.5360109,-156.5275380,0.818
71.5360420,-156.5275779,0.744
71.5360731,-156.5276177,0.695
71.5361042,-156.5276573,0.668
71.5361354,-156.5276969,0.655
71.5361666,-156.5277363,0.642
71.5361978,-156.5277756,0.621
71.5362291,-156.5278149,0.599
71.5362604,-156.5278540,0.583
71.5362917,-156.5278931,0.569
71.5363230,-156.5279321,0.555
71.5363544,-156.5279710,0.547
71.5363858,-156.5280098,0.541
71.5364172,-156.5280486,0.525
71.5364486,-156.5280873,0.506
71.5364801,-156.5281260,0.490
71.5365115,-156.5281646,0.476
71.5365430,-156.5282032,0.457
71.5365745,-156.5282418,0.436
71.5366060,-156.5282804,0.430
71.5366376,-156.5283189,0.445
71.5366691,-156.5283574,0.468
71.5367007,-156.5283959,0.488
71.5367322,-156.5284344,0.514
71.5367638,-156.5284729,0.561
71.5367954,-156.5285115,0.639
71.5368270,-156.5285500,0.739
71.5368586,-156.5285886,0.834
71.5368902,-156.5286272,0.903
71.5369218,-156.5286658,0.940
71.5369534,-156.5287045,0.949
71.5369850,-156.5287432,0.934
71.5370167,-156.5287821,0.902
71.5370483,-156.5288209,0.853
71.5370799,-156.5288599,0.779
71.5371116,-156.5288990,0.678
71.5371432,-156.5289381,0.574
71.5371749,-156.5289774,0.493
71.5372065,-156.5290168,0.446
71.5372382,-156.5290563,0.418
71.5372699,-156.5290959,0.399
71.5373015,-156.5291357,0.386
71.5373332,-156.5291756,0.379
71.5373649,-156.5292157,0.377
71.5373966,-156.5292560,0.388
71.5374283,-156.5292964,0.421
71.5374600,-156.5293370,0.467
71.5374917,-156.5293778,0.506
71.5375234,-156.5294188,0.534
71.5375551,-156.5294600,0.563
71.5375868,-156.5295013,0.600
71.5376186,-156.5295428,0.645
71.5376503,-156.5295845,0.698
71.5376820,-156.5296264,0.768
71.5377136,-156.5296685,0.866
71.5377453,-156.5297106,0.997
71.5377770,-156.5297530,1.139
71.5378087,-156.5297955,1.236
71.5378403,-156.5298382,1.250
71.5378719,-156.5298810,1.201
71.5379036,-156.5299239,1.124
71.5379352,-156.5299669,1.033
71.5379668,-156.5300101,0.939
71.5379984,-156.5300534,0.848
71.5380300,-156.5300969,0.754
71.5380617,-156.5301404,0.654
71.5380933,-156.5301840,0.564
71.5381249,-156.5302278,0.493
71.5381565,-156.5302716,0.439
71.5381882,-156.5303155,0.395
71.5382198,-156.5303595,0.367
71.5382515,-156.5304036,0.362
71.5382831,-156.5304478,0.373
71.5383148,-156.5304920,0.388
71.5383465,-156.5305363,0.402
71.5383783,-156.5305806,0.421
71.5384100,-156.5306250,0.443
71.5384418,-156.5306694,0.468
71.5384736,-156.5307139,0.491
71.5385054,-156.5307584,0.507
71.5385372,-156.5308028,0.512
71.5385690,-156.5308472,0.505
71.5386008,-156.5308916,0.491
71.5386326,-156.5309358,0.478
71.5386644,-156.5309800,0.468
71.5386962,-156.5310241,0.461
71.5387280,-156.5310680,0.456
71.5387598,-156.5311118,0.455
71.5387915,-156.5311554,0.454
71.5388232,-156.5311989,0.446
71.5388549,-156.5312422,0.436
71.5388866,-156.5312854,0.433
71.5389183,-156.5313285,0.435
71.5389500,-156.5313715,0.435
71.5389817,-156.5314144,0.427
71.5390133,-156.5314573,0.412
71.5390450,-156.5315000,0.392
71.5390767,-156.5315427,0.378
71.5391083,-156.5315853,0.379
71.5391399,-156.5316278,0.391
71.5391716,-156.5316703,0.413
71.5392032,-156.5317127,0.446
71.5392349,-156.5317550,0.488
71.5392665,-156.5317973,0.542
71.5392981,-156.5318395,0.608
71.5393298,-156.5318816,0.675
71.5393614,-156.5319237,0.719
71.5393931,-156.5319658,0.733
71.5394247,-156.5320078,0.726
71.5394563,-156.5320497,0.708
71.5394880,-156.5320916,0.681
71.5395197,-156.5321335,0.648
71.5395513,-156.5321753,0.623
71.5395830,-156.5322170,0.615
71.5396146,-156.5322587,0.621
71.5396463,-156.5323004,0.635
71.5396780,-156.5323420,0.657
71.5397097,-156.5323836,0.683
71.5397414,-156.5324251,0.704
71.5397731,-156.5324667,0.719
71.5398048,-156.5325082,0.732
71.5398365,-156.5325497,0.739
71.5398682,-156.5325912,0.731
71.5398999,-156.5326328,0.714
71.5399316,-156.5326743,0.701
71.5399634,-156.5327159,0.696
71.5399951,-156.5327576,0.692
71.5400268,-156.5327992,0.692
71.5400585,-156.5328410,0.693
71.5400902,-156.5328828,0.691
71.5401219,-156.5329247,0.684
71.5401536,-156.5329666,0.671
71.5401853,-156.5330087,0.644
71.5402170,-156.5330508,0.602
71.5402487,-156.5330931,0.555
71.5402803,-156.5331355,0.518
71.5403120,-156.5331780,0.495
71.5403436,-156.5332206,0.477
71.5403753,-156.5332634,0.457
71.5404069,-156.5333063,0.435
71.5404385,-156.5333494,0.416
71.5404701,-156.5333925,0.405
71.5405017,-156.5334358,0.401
71.5405333,-156.5334792,0.400
71.5405649,-156.5335227,0.398
71.5405964,-156.5335663,0.395
71.5406280,-156.5336100,0.391
71.5406595,-156.5336538,0.385
71.5406911,-156.5336977,0.376
71.5407226,-156.5337417,0.367
71.5407541,-156.5337858,0.363
71.5407856,-156.5338300,0.368
71.5408171,-156.5338742,0.382
71.5408486,-156.5339186,0.399
71.5408801,-156.5339630,0.413
71.5409115,-156.5340075,0.420
71.5409430,-156.5340520,0.422
71.5409745,-156.5340966,0.420
71.5410059,-156.5341413,0.417
71.5410373,-156.5341860,0.412
71.5410688,-156.5342307,0.412
71.5411002,-156.5342755,0.415
71.5411316,-156.5343204,0.419
71.5411631,-156.5343653,0.423
71.5411945,-156.5344102,0.432
71.5412259,-156.5344551,0.444
71.5412573,-156.5345001,0.457
71.5412887,-156.5345451,0.472
71.5413201,-156.5345901,0.494
71.5413514,-156.5346351,0.521
71.5413828,-156.5346801,0.540
71.5414142,-156.5347251,0.535
71.5414456,-156.5347702,0.506
71.5414769,-156.5348152,0.476
71.5415083,-156.5348602,0.460
71.5415396,-156.5349052,0.462
71.5415710,-156.5349502,0.481
71.5416023,-156.5349952,0.508
71.5416336,-156.5350401,0.533
71.5416650,-156.5350850,0.557
71.5416963,-156.5351299,0.582
71.5417276,-156.5351747,0.601
71.5417589,-156.5352195,0.607
71.5417903,-156.5352643,0.597
71.5418216,-156.5353090,0.570
71.5418529,-156.5353536,0.529
71.5418842,-156.5353982,0.494
71.5419155,-156.5354427,0.482
71.5419468,-156.5354872,0.489
71.5419781,-156.5355316,0.495
71.5420093,-156.5355759,0.490
71.5420406,-156.5356201,0.480
71.5420719,-156.5356643,0.471
71.5421032,-156.5357084,0.460
71.5421345,-156.5357523,0.447
71.5421657,-156.5357962,0.444
71.5421970,-156.5358400,0.466
71.5422283,-156.5358837,0.518
71.5422595,-156.5359273,0.588
71.5422908,-156.5359708,0.649
71.5423220,-156.5360142,0.692
