latitude,longitude,SSMI x-location (km),SSMI y-location (km),thickness,,
81.149,12.758,812.5,-512.5,230.6,,
80.954,13.536,837.5,-512.5,214.9,,
80.758,14.281,862.5,-512.5,201.7,,
80.56,14.995,887.5,-512.5,192.2,,
80.361,15.68,912.5,-512.5,0,,
80.16,16.336,937.5,-512.5,0,,
79.959,16.966,962.5,-512.5,0,,
79.756,17.571,987.5,-512.5,"9,999",,
79.552,18.153,"1,012.5",-512.5,"9,999",,
79.348,18.712,"1,037.5",-512.5,"9,999",,
79.142,19.25,"1,062.5",-512.5,"9,999",,
78.935,19.767,"1,087.5",-512.5,"9,999",,
78.728,20.266,"1,112.5",-512.5,"9,999",,
78.52,20.746,"1,137.5",-512.5,"9,999",,
78.311,21.209,"1,162.5",-512.5,-1,,
78.102,21.656,"1,187.5",-512.5,-1,,
68.65,-122.969,"-2,287.5",-487.5,"9,999",,
68.868,-122.84,"-2,262.5",-487.5,"9,999",,
69.087,-122.709,"-2,237.5",-487.5,"9,999",,
69.305,-122.574,"-2,212.5",-487.5,"9,999",,
69.524,-122.437,"-2,187.5",-487.5,"9,999",,
69.742,-122.296,"-2,162.5",-487.5,"9,999",,
69.96,-122.152,"-2,137.5",-487.5,-1,,
70.179,-122.005,"-2,112.5",-487.5,-1,,
70.397,-121.855,"-2,087.5",-487.5,-1,,
70.616,-121.701,"-2,062.5",-487.5,-1,,
70.834,-121.544,"-2,037.5",-487.5,-1,,
71.053,-121.383,"-2,012.5",-487.5,-1,,
71.271,-121.218,"-1,987.5",-487.5,-1,,
71.49,-121.05,"-1,962.5",-487.5,-1,,
71.708,-120.877,"-1,937.5",-487.5,"9,999",,
71.926,-120.7,"-1,912.5",-487.5,"9,999",,
72.145,-120.518,"-1,887.5",-487.5,-1,,
72.363,-120.332,"-1,862.5",-487.5,-1,,
72.581,-120.141,"-1,837.5",-487.5,"9,999",,
72.799,-119.946,"-1,812.5",-487.5,"9,999",,
73.017,-119.745,"-1,787.5",-487.5,"9,999",,
73.235,-119.539,"-1,762.5",-487.5,"9,999",,
73.453,-119.327,"-1,737.5",-487.5,"9,999",,
73.671,-119.11,"-1,712.5",-487.5,"9,999",,
73.888,-118.887,"-1,687.5",-487.5,"9,999",,
74.106,-118.657,"-1,662.5",-487.5,"9,999",,
74.323,-118.421,"-1,637.5",-487.5,"9,999",,
74.54,-118.179,"-1,612.5",-487.5,-1,,
74.757,-117.929,"-1,587.5",-487.5,-1,,
74.974,-117.672,"-1,562.5",-487.5,-1,,
75.191,-117.408,"-1,537.5",-487.5,-1,,
75.407,-117.135,"-1,512.5",-487.5,"9,999",,
75.623,-116.854,"-1,487.5",-487.5,"9,999",,
75.839,-116.565,"-1,462.5",-487.5,"9,999",,
76.054,-116.267,"-1,437.5",-487.5,"9,999",,
76.27,-115.959,"-1,412.5",-487.5,"9,999",,
76.485,-115.641,"-1,387.5",-487.5,"9,999",,
76.699,-115.313,"-1,362.5",-487.5,-1,,
76.914,-114.974,"-1,337.5",-487.5,"9,999",,
77.128,-114.624,"-1,312.5",-487.5,-1,,
77.341,-114.261,"-1,287.5",-487.5,-1,,
77.554,-113.886,"-1,262.5",-487.5,-1,,
77.767,-113.499,"-1,237.5",-487.5,"9,999",,
77.979,-113.097,"-1,212.5",-487.5,"9,999",,
78.191,-112.681,"-1,187.5",-487.5,-1,,
78.402,-112.249,"-1,162.5",-487.5,-1,,
78.612,-111.801,"-1,137.5",-487.5,"9,999",,
78.822,-111.337,"-1,112.5",-487.5,"9,999",,
79.031,-110.854,"-1,087.5",-487.5,519.5,,
79.239,-110.353,"-1,062.5",-487.5,515.8,,
79.447,-109.832,"-1,037.5",-487.5,522.6,,
79.654,-109.29,"-1,012.5",-487.5,536.9,,
79.859,-108.726,-987.5,-487.5,553.2,,
80.064,-108.138,-962.5,-487.5,562.4,,
80.268,-107.526,-937.5,-487.5,559,,
80.471,-106.887,-912.5,-487.5,546.1,,
80.673,-106.22,-887.5,-487.5,531.1,,
80.873,-105.524,-862.5,-487.5,518.2,,
81.072,-104.797,-837.5,-487.5,507.6,,
81.27,-104.036,-812.5,-487.5,498.9,,
81.466,-103.241,-787.5,-487.5,494.5,,
81.66,-102.407,-762.5,-487.5,496.6,,
81.852,-101.535,-737.5,-487.5,505.6,,
82.043,-100.62,-712.5,-487.5,519.2,,
82.231,-99.66,-687.5,-487.5,534.5,,
82.418,-98.653,-662.5,-487.5,546.2,,
82.602,-97.595,-637.5,-487.5,551,,
82.783,-96.483,-612.5,-487.5,547.9,,
82.961,-95.315,-587.5,-487.5,538.3,,
83.137,-94.086,-562.5,-487.5,522.9,,
83.309,-92.793,-537.5,-487.5,504.5,,
83.477,-91.432,-512.5,-487.5,486.6,,
83.642,-90,-487.5,-487.5,471.4,,
83.803,-88.493,-462.5,-487.5,458.6,,
83.959,-86.906,-437.5,-487.5,448.3,,
84.11,-85.236,-412.5,-487.5,442.2,,
84.256,-83.48,-387.5,-487.5,439.1,,
84.396,-81.634,-362.5,-487.5,435.3,,
84.531,-79.695,-337.5,-487.5,427.8,,
84.658,-77.661,-312.5,-487.5,417.8,,
84.779,-75.53,-287.5,-487.5,410.5,,
84.892,-73.301,-262.5,-487.5,410.6,,
84.997,-70.974,-237.5,-487.5,416.4,,
85.094,-68.552,-212.5,-487.5,420.1,,
85.181,-66.038,-187.5,-487.5,415.6,,
85.259,-63.435,-162.5,-487.5,404.7,,
85.327,-60.751,-137.5,-487.5,395.9,,
85.384,-57.995,-112.5,-487.5,395.2,,
85.43,-55.176,-87.5,-487.5,402.1,,
85.465,-52.306,-62.5,-487.5,410.4,,
85.489,-49.399,-37.5,-487.5,415.1,,
85.501,-46.469,-12.5,-487.5,415.6,,
85.501,-43.531,,12.5,-487.5,414.9,
85.489,-40.601,,37.5,-487.5,414.7,
85.465,-37.694,,62.5,-487.5,412.3,
85.43,-34.824,,87.5,-487.5,402.7,
85.384,-32.005,112.5,-487.5,384.5,,
85.327,-29.249,137.5,-487.5,362.2,,
85.259,-26.565,162.5,-487.5,342.4,,
85.181,-23.962,187.5,-487.5,330,,
85.094,-21.448,212.5,-487.5,323.3,,
84.997,-19.026,237.5,-487.5,317.6,,
84.892,-16.699,262.5,-487.5,308.8,,
84.779,-14.47,287.5,-487.5,296.7,,
84.658,-12.339,312.5,-487.5,283.4,,
84.531,-10.305,337.5,-487.5,272.3,,
84.396,-8.366,362.5,-487.5,266,,
84.256,-6.52,387.5,-487.5,266.4,,
84.11,-4.764,412.5,-487.5,271.9,,
83.959,-3.094,437.5,-487.5,279.1,,
83.803,-1.507,462.5,-487.5,284,,
83.642,,0,487.5,-487.5,285.4,
83.477,,1.432,512.5,-487.5,284.8,
83.309,,2.793,537.5,-487.5,284.5,
83.137,,4.086,562.5,-487.5,286.2,
82.961,,5.315,587.5,-487.5,290.7,
82.783,,6.483,612.5,-487.5,297.5,
82.602,,7.595,637.5,-487.5,304.8,
82.418,,8.653,662.5,-487.5,308.8,
82.231,,9.66,687.5,-487.5,306.1,
82.043,10.62,712.5,-487.5,295.3,,
81.852,11.535,737.5,-487.5,278.4,,
81.66,12.407,762.5,-487.5,258.4,,
81.466,13.241,787.5,-487.5,238.3,,
81.27,14.036,812.5,-487.5,220.3,,
81.072,14.797,837.5,-487.5,206.1,,
80.873,15.524,862.5,-487.5,195.3,,
80.673,16.22,887.5,-487.5,187.4,,
80.471,16.887,912.5,-487.5,0,,
80.268,17.526,937.5,-487.5,182.7,,
80.064,18.138,962.5,-487.5,185.1,,
79.859,18.726,987.5,-487.5,0,,
79.654,19.29,"1,012.5",-487.5,-1,,
79.447,19.832,"1,037.5",-487.5,-1,,
79.239,20.353,"1,062.5",-487.5,-1,,
79.031,20.854,"1,087.5",-487.5,-1,,
78.822,21.337,"1,112.5",-487.5,"9,999",,
78.612,21.801,"1,137.5",-487.5,"9,999",,
78.402,22.249,"1,162.5",-487.5,"9,999",,
78.191,22.681,"1,187.5",-487.5,"9,999",,
68.696,-123.57,"-2,287.5",-462.5,"9,999",,
68.914,-123.447,"-2,262.5",-462.5,"9,999",,
69.133,-123.321,"-2,237.5",-462.5,"9,999",,
69.352,-123.193,"-2,212.5",-462.5,"9,999",,
69.571,-123.062,"-2,187.5",-462.5,"9,999",,
69.79,-122.928,"-2,162.5",-462.5,"9,999",,
70.009,-122.791,"-2,137.5",-462.5,-1,,
70.228,-122.651,"-2,112.5",-462.5,-1,,
70.447,-122.508,"-2,087.5",-462.5,-1,,
70.666,-122.361,"-2,062.5",-462.5,-1,,
70.885,-122.211,"-2,037.5",-462.5,-1,,
71.104,-122.057,"-2,012.5",-462.5,-1,,
71.323,-121.9,"-1,987.5",-462.5,-1,,
71.543,-121.739,"-1,962.5",-462.5,-1,,
71.762,-121.574,"-1,937.5",-462.5,"9,999",,
71.981,-121.405,"-1,912.5",-462.5,"9,999",,
72.2,-121.232,"-1,887.5",-462.5,"9,999",,
72.419,-121.054,"-1,862.5",-462.5,"9,999",,
72.638,-120.872,"-1,837.5",-462.5,"9,999",,
72.856,-120.685,"-1,812.5",-462.5,"9,999",,
73.075,-120.493,"-1,787.5",-462.5,"9,999",,
73.294,-120.296,"-1,762.5",-462.5,"9,999",,
73.513,-120.094,"-1,737.5",-462.5,"9,999",,
73.731,-119.887,"-1,712.5",-462.5,"9,999",,
73.95,-119.673,"-1,687.5",-462.5,"9,999",,
74.168,-119.454,"-1,662.5",-462.5,"9,999",,
74.386,-119.228,"-1,637.5",-462.5,-1,,
74.604,-118.996,"-1,612.5",-462.5,-1,,
74.822,-118.757,"-1,587.5",-462.5,-1,,
75.04,-118.511,"-1,562.5",-462.5,-1,,
75.258,-118.258,"-1,537.5",-462.5,-1,,
75.475,-117.997,"-1,512.5",-462.5,"9,999",,
75.692,-117.728,"-1,487.5",-462.5,-1,,
75.909,-117.451,"-1,462.5",-462.5,"9,999",,
76.126,-117.165,"-1,437.5",-462.5,"9,999",,
76.342,-116.87,"-1,412.5",-462.5,"9,999",,
76.559,-116.565,"-1,387.5",-462.5,-1,,
76.774,-116.25,"-1,362.5",-462.5,-1,,
76.99,-115.925,"-1,337.5",-462.5,-1,,
77.205,-115.589,"-1,312.5",-462.5,-1,,
77.42,-115.241,"-1,287.5",-462.5,-1,,
77.635,-114.88,"-1,262.5",-462.5,-1,,
77.849,-114.507,"-1,237.5",-462.5,-1,,
78.062,-114.121,"-1,212.5",-462.5,"9,999",,
78.275,-113.72,"-1,187.5",-462.5,-1,,
78.488,-113.305,"-1,162.5",-462.5,630.7,,
78.7,-112.874,"-1,137.5",-462.5,"9,999",,
78.912,-112.426,"-1,112.5",-462.5,567.4,,
79.123,-111.961,"-1,087.5",-462.5,542,,
79.333,-111.477,"-1,062.5",-462.5,531.7,,
79.542,-110.973,"-1,037.5",-462.5,531,,
79.751,-110.45,"-1,012.5",-462.5,535.6,,
79.959,-109.904,-987.5,-462.5,544,,
80.166,-109.335,-962.5,-462.5,551.3,,
80.372,-108.741,-937.5,-462.5,550.9,,
80.577,-108.122,-912.5,-462.5,543.2,,
80.781,-107.475,-887.5,-462.5,532.2,,
80.984,-106.798,-862.5,-462.5,521.3,,
81.185,-106.091,-837.5,-462.5,509.8,,
81.385,-105.35,-812.5,-462.5,498.2,,
81.584,-104.574,-787.5,-462.5,489.8,,
81.781,-103.761,-762.5,-462.5,488,,
81.977,-102.907,-737.5,-462.5,494.7,,
82.17,-102.011,-712.5,-462.5,507.1,,
82.362,-101.07,-687.5,-462.5,519,,
82.552,-100.081,-662.5,-462.5,523,,
82.739,-99.039,-637.5,-462.5,517.5,,
82.924,-97.943,-612.5,-462.5,507,,
83.106,-96.789,-587.5,-462.5,496,,
83.285,-95.572,-562.5,-462.5,484.4,,
83.461,-94.289,-537.5,-462.5,470.9,,
83.634,-92.936,-512.5,-462.5,456.7,,
83.803,-91.507,-487.5,-462.5,443.4,,
83.968,-90,-462.5,-462.5,432.4,,
84.128,-88.409,-437.5,-462.5,425.6,,
84.284,-86.73,-412.5,-462.5,424.4,,
84.434,-84.958,-387.5,-462.5,426,,
84.579,-83.089,-362.5,-462.5,424.6,,
84.718,-81.119,-337.5,-462.5,417.3,,
84.851,-79.046,-312.5,-462.5,406.3,,
84.976,-76.866,-287.5,-462.5,398.2,,
85.094,-74.578,-262.5,-462.5,397.4,,
85.203,-72.181,-237.5,-462.5,402.3,,
85.304,-69.677,-212.5,-462.5,406.1,,
85.395,-67.068,-187.5,-462.5,403.6,,
85.477,-64.359,-162.5,-462.5,396.3,,
85.548,-61.557,-137.5,-462.5,390.6,,
85.608,-58.671,-112.5,-462.5,391.5,,
85.657,-55.713,-87.5,-462.5,398.2,,
85.694,-52.696,-62.5,-462.5,405.2,,
85.719,-49.635,-37.5,-462.5,407.8,,
85.731,-46.548,-12.5,-462.5,405.4,,
85.731,-43.452,,12.5,-462.5,400.7,
85.719,-40.365,,37.5,-462.5,395.7,
85.694,-37.304,,62.5,-462.5,388.7,
85.657,-34.287,,87.5,-462.5,376.6,
85.608,-31.329,112.5,-462.5,359.1,,
85.548,-28.443,137.5,-462.5,339.3,,
85.477,-25.641,162.5,-462.5,322.5,,
85.395,-22.932,187.5,-462.5,311.9,,
85.304,-20.323,212.5,-462.5,306.8,,
85.203,-17.819,237.5,-462.5,303.7,,
85.094,-15.422,262.5,-462.5,298.4,,
84.976,-13.134,287.5,-462.5,290,,
84.851,-10.954,312.5,-462.5,279.7,,
84.718,-8.881,337.5,-462.5,270.8,,
84.579,-6.911,362.5,-462.5,265.7,,
84.434,-5.042,387.5,-462.5,265.7,,
84.284,-3.27,412.5,-462.5,269.8,,
84.128,-1.591,437.5,-462.5,275.3,,
83.968,,0,462.5,-462.5,279.5,
83.803,,1.507,487.5,-462.5,281.8,
83.634,,2.936,512.5,-462.5,283,
83.461,,4.289,537.5,-462.5,284.9,
83.285,,5.572,562.5,-462.5,288,
83.106,,6.789,587.5,-462.5,292.8,
82.924,,7.943,612.5,-462.5,299.1,
82.739,,9.039,637.5,-462.5,305.4,
82.552,10.081,662.5,-462.5,308.2,,
82.362,11.07,687.5,-462.5,303.7,,
82.17,12.011,712.5,-462.5,291,,
81.977,12.907,737.5,-462.5,272.3,,
81.781,13.761,762.5,-462.5,251.1,,
81.584,14.574,787.5,-462.5,230.7,,
81.385,15.35,812.5,-462.5,213.1,,
81.185,16.091,837.5,-462.5,199.3,,
80.984,16.798,862.5,-462.5,188.4,,
80.781,17.475,887.5,-462.5,179.8,,
80.577,18.122,912.5,-462.5,173.6,,
80.372,18.741,937.5,-462.5,169.9,,
80.166,19.335,962.5,-462.5,"9,999",,
79.959,19.904,987.5,-462.5,0,,
79.751,20.45,"1,012.5",-462.5,"9,999",,
79.542,20.973,"1,037.5",-462.5,"9,999",,
79.333,21.477,"1,062.5",-462.5,-1,,
79.123,21.961,"1,087.5",-462.5,-1,,
78.912,22.426,"1,112.5",-462.5,-1,,
78.7,22.874,"1,137.5",-462.5,-1,,
78.488,23.305,"1,162.5",-462.5,-1,,
78.275,23.72,"1,187.5",-462.5,-1,,
68.739,-124.173,"-2,287.5",-437.5,"9,999",,
68.958,-124.056,"-2,262.5",-437.5,"9,999",,
69.177,-123.936,"-2,237.5",-437.5,"9,999",,
69.397,-123.815,"-2,212.5",-437.5,"9,999",,
69.616,-123.69,"-2,187.5",-437.5,"9,999",,
69.836,-123.563,"-2,162.5",-437.5,-1,,
70.055,-123.433,"-2,137.5",-437.5,-1,,
70.275,-123.299,"-2,112.5",-437.5,-1,,
70.494,-123.163,"-2,087.5",-437.5,-1,,
70.714,-123.024,"-2,062.5",-437.5,-1,,
70.934,-122.881,"-2,037.5",-437.5,-1,,
71.153,-122.735,"-2,012.5",-437.5,-1,,
71.373,-122.586,"-1,987.5",-437.5,-1,,
71.593,-122.433,"-1,962.5",-437.5,"9,999",,
71.813,-122.276,"-1,937.5",-437.5,"9,999",,
72.032,-122.115,"-1,912.5",-437.5,"9,999",,
72.252,-121.95,"-1,887.5",-437.5,"9,999",,
72.472,-121.781,"-1,862.5",-437.5,"9,999",,
72.691,-121.608,"-1,837.5",-437.5,"9,999",,
72.911,-121.43,"-1,812.5",-437.5,"9,999",,
73.13,-121.247,"-1,787.5",-437.5,"9,999",,
73.35,-121.059,"-1,762.5",-437.5,"9,999",,
73.569,-120.867,"-1,737.5",-437.5,"9,999",,
73.789,-120.669,"-1,712.5",-437.5,"9,999",,
74.008,-120.466,"-1,687.5",-437.5,"9,999",,
74.227,-120.256,"-1,662.5",-437.5,"9,999",,
74.446,-120.041,"-1,637.5",-437.5,-1,,
74.665,-119.82,"-1,612.5",-437.5,-1,,
74.884,-119.592,"-1,587.5",-437.5,-1,,
75.103,-119.358,"-1,562.5",-437.5,-1,,
75.321,-119.116,"-1,537.5",-437.5,-1,,
75.54,-118.867,"-1,512.5",-437.5,-1,,
75.758,-118.61,"-1,487.5",-437.5,"9,999",,
75.976,-118.346,"-1,462.5",-437.5,"9,999",,
76.194,-118.072,"-1,437.5",-437.5,"9,999",,
76.411,-117.79,"-1,412.5",-437.5,-1,,
76.629,-117.499,"-1,387.5",-437.5,"9,999",,
76.846,-117.198,"-1,362.5",-437.5,"9,999",,
77.063,-116.887,"-1,337.5",-437.5,"9,999",,
77.279,-116.565,"-1,312.5",-437.5,"9,999",,
77.495,-116.232,"-1,287.5",-437.5,"9,999",,
77.711,-115.887,"-1,262.5",-437.5,-1,,
77.927,-115.53,"-1,237.5",-437.5,-1,,
78.142,-115.159,"-1,212.5",-437.5,"9,999",,
78.356,-114.775,"-1,187.5",-437.5,639.1,,
78.571,-114.376,"-1,162.5",-437.5,646.5,,
78.784,-113.962,"-1,137.5",-437.5,618.1,,
78.997,-113.532,"-1,112.5",-437.5,579.3,,
79.21,-113.085,"-1,087.5",-437.5,553.3,,
79.422,-112.62,"-1,062.5",-437.5,542.4,,
79.633,-112.135,"-1,037.5",-437.5,537.9,,
79.844,-111.631,"-1,012.5",-437.5,535.2,,
80.054,-111.105,-987.5,-437.5,535.9,,
80.263,-110.556,-962.5,-437.5,540.5,,
80.471,-109.983,-937.5,-437.5,542.8,,
80.678,-109.385,-912.5,-437.5,541,,
80.885,-108.759,-887.5,-437.5,535.6,,
81.09,-108.104,-862.5,-437.5,527.7,,
81.294,-107.418,-837.5,-437.5,515.8,,
81.497,-106.699,-812.5,-437.5,501.2,,
81.698,-105.945,-787.5,-437.5,487.7,,
81.898,-105.154,-762.5,-437.5,480.2,,
82.096,-104.323,-737.5,-437.5,481.6,,
82.293,-103.449,-712.5,-437.5,489.4,,
82.488,-102.529,-687.5,-437.5,496.2,,
82.681,-101.56,-662.5,-437.5,494.2,,
82.872,-100.539,-637.5,-437.5,483.2,,
83.06,-99.462,-612.5,-437.5,470.8,,
83.246,-98.326,-587.5,-437.5,462.6,,
83.429,-97.125,-562.5,-437.5,457,,
83.609,-95.856,-537.5,-437.5,449.6,,
83.786,-94.514,-512.5,-437.5,438.9,,
83.959,-93.094,-487.5,-437.5,426.7,,
84.128,-91.591,-462.5,-437.5,415.9,,
84.293,-90,-437.5,-437.5,409.8,,
84.454,-88.315,-412.5,-437.5,410,,
84.609,-86.532,-387.5,-437.5,412.4,,
84.759,-84.644,-362.5,-437.5,411,,
84.903,-82.648,-337.5,-437.5,403.5,,
85.04,-80.538,-312.5,-437.5,393.5,,
85.17,-78.311,-287.5,-437.5,386.3,,
85.293,-75.964,-262.5,-437.5,385,,
85.407,-73.496,-237.5,-437.5,387.9,,
85.512,-70.907,-212.5,-437.5,390.9,,
85.608,-68.199,-187.5,-437.5,390.8,,
85.694,-65.376,-162.5,-437.5,388.9,,
85.768,-62.447,-137.5,-437.5,388.7,,
85.832,-59.421,-112.5,-437.5,392.2,,
85.883,-56.31,-87.5,-437.5,397,,
85.922,-53.13,-62.5,-437.5,399.3,,
85.948,-49.899,-37.5,-437.5,396.8,,
85.961,-46.637,-12.5,-437.5,391,,
85.961,-43.363,,12.5,-437.5,384.2,
85.948,-40.101,,37.5,-437.5,377.2,
85.922,-36.87,,62.5,-437.5,368.5,
85.883,-33.69,,87.5,-437.5,355.2,
85.832,-30.579,112.5,-437.5,338,,
85.768,-27.553,137.5,-437.5,320.8,,
85.694,-24.624,162.5,-437.5,307,,
85.608,-21.801,187.5,-437.5,298.3,,
85.512,-19.093,212.5,-437.5,294,,
85.407,-16.504,237.5,-437.5,291.4,,
85.293,-14.036,262.5,-437.5,287.8,,
85.17,-11.689,287.5,-437.5,282.1,,
85.04,-9.462,312.5,-437.5,275.5,,
84.903,-7.352,337.5,-437.5,270.1,,
84.759,-5.356,362.5,-437.5,267.1,,
84.609,-3.468,387.5,-437.5,266.9,,
84.454,-1.685,412.5,-437.5,268.5,,
84.293,,0,437.5,-437.5,271.4,
84.128,,1.591,462.5,-437.5,274.2,
83.959,,3.094,487.5,-437.5,277.1,
83.786,,4.514,512.5,-437.5,280.3,
83.609,,5.856,537.5,-437.5,283.9,
83.429,,7.125,562.5,-437.5,287.9,
83.246,,8.326,587.5,-437.5,292.7,
83.06,,9.462,612.5,-437.5,298.3,
82.872,10.539,637.5,-437.5,303.4,,
82.681,11.56,662.5,-437.5,304.9,,
82.488,12.529,687.5,-437.5,299.2,,
82.293,13.449,712.5,-437.5,285.4,,
82.096,14.323,737.5,-437.5,266,,
81.898,15.154,762.5,-437.5,245.4,,
81.698,15.945,787.5,-437.5,226.2,,
81.497,16.699,812.5,-437.5,209.6,,
81.294,17.418,837.5,-437.5,195.3,,
81.09,18.104,862.5,-437.5,183,,
80.885,18.759,887.5,-437.5,172.7,,
80.678,19.385,912.5,-437.5,164.8,,
80.471,19.983,937.5,-437.5,159,,
80.263,20.556,962.5,-437.5,154.5,,
80.054,21.105,987.5,-437.5,"9,999",,
79.844,21.631,"1,012.5",-437.5,"9,999",,
79.633,22.135,"1,037.5",-437.5,-1,,
79.422,22.62,"1,062.5",-437.5,"9,999",,
79.21,23.085,"1,087.5",-437.5,-1,,
78.997,23.532,"1,112.5",-437.5,-1,,
78.784,23.962,"1,137.5",-437.5,-1,,
78.571,24.376,"1,162.5",-437.5,-1,,
78.356,24.775,"1,187.5",-437.5,-1,,
68.779,-124.778,"-2,287.5",-412.5,"9,999",,
68.999,-124.667,"-2,262.5",-412.5,"9,999",,
69.219,-124.554,"-2,237.5",-412.5,"9,999",,
69.439,-124.439,"-2,212.5",-412.5,"9,999",,
69.659,-124.321,"-2,187.5",-412.5,-1,,
69.879,-124.2,"-2,162.5",-412.5,-1,,
70.099,-124.077,"-2,137.5",-412.5,-1,,
70.319,-123.951,"-2,112.5",-412.5,-1,,
70.539,-123.822,"-2,087.5",-412.5,-1,,
70.759,-123.69,"-2,062.5",-412.5,-1,,
70.98,-123.555,"-2,037.5",-412.5,-1,,
71.2,-123.417,"-2,012.5",-412.5,-1,,
71.42,-123.275,"-1,987.5",-412.5,"9,999",,
71.641,-123.13,"-1,962.5",-412.5,"9,999",,
71.861,-122.981,"-1,937.5",-412.5,"9,999",,
72.081,-122.829,"-1,912.5",-412.5,"9,999",,
72.301,-122.672,"-1,887.5",-412.5,"9,999",,
72.522,-122.512,"-1,862.5",-412.5,"9,999",,
72.742,-122.347,"-1,837.5",-412.5,"9,999",,
72.962,-122.179,"-1,812.5",-412.5,"9,999",,
73.183,-122.005,"-1,787.5",-412.5,"9,999",,
73.403,-121.827,"-1,762.5",-412.5,"9,999",,
73.623,-121.645,"-1,737.5",-412.5,"9,999",,
73.843,-121.457,"-1,712.5",-412.5,"9,999",,
74.063,-121.264,"-1,687.5",-412.5,"9,999",,
74.283,-121.065,"-1,662.5",-412.5,"9,999",,
74.503,-120.861,"-1,637.5",-412.5,-1,,
74.723,-120.651,"-1,612.5",-412.5,-1,,
74.943,-120.434,"-1,587.5",-412.5,-1,,
75.162,-120.211,"-1,562.5",-412.5,-1,,
75.382,-119.982,"-1,537.5",-412.5,-1,,
75.601,-119.745,"-1,512.5",-412.5,-1,,
75.82,-119.501,"-1,487.5",-412.5,"9,999",,
76.039,-119.249,"-1,462.5",-412.5,"9,999",,
76.258,-118.989,"-1,437.5",-412.5,-1,,
76.477,-118.72,"-1,412.5",-412.5,-1,,
76.696,-118.443,"-1,387.5",-412.5,"9,999",,
76.914,-118.156,"-1,362.5",-412.5,"9,999",,
77.132,-117.86,"-1,337.5",-412.5,"9,999",,
77.349,-117.553,"-1,312.5",-412.5,"9,999",,
77.567,-117.235,"-1,287.5",-412.5,"9,999",,
77.784,-116.906,"-1,262.5",-412.5,506.6,,
78.001,-116.565,"-1,237.5",-412.5,550.5,,
78.217,-116.211,"-1,212.5",-412.5,598,,
78.433,-115.844,"-1,187.5",-412.5,628.8,,
78.649,-115.463,"-1,162.5",-412.5,631.1,,
78.864,-115.067,"-1,137.5",-412.5,608.7,,
79.079,-114.656,"-1,112.5",-412.5,577.8,,
79.293,-114.228,"-1,087.5",-412.5,554.5,,
79.507,-113.782,"-1,062.5",-412.5,542.3,,
79.72,-113.318,"-1,037.5",-412.5,535,,
79.933,-112.834,"-1,012.5",-412.5,529.3,,
80.144,-112.329,-987.5,-412.5,527.2,,
80.355,-111.801,-962.5,-412.5,530.1,,
80.566,-111.251,-937.5,-412.5,533.1,,
80.775,-110.674,-912.5,-412.5,533.7,,
80.984,-110.072,-887.5,-412.5,531.5,,
81.191,-109.44,-862.5,-412.5,526.4,,
81.398,-108.778,-837.5,-412.5,516.4,,
81.603,-108.083,-812.5,-412.5,501.3,,
81.807,-107.354,-787.5,-412.5,484.9,,
82.01,-106.587,-762.5,-412.5,472.3,,
82.211,-105.781,-737.5,-412.5,468,,
82.411,-104.931,-712.5,-412.5,470.8,,
82.609,-104.036,-687.5,-412.5,473.3,,
82.805,-103.092,-662.5,-412.5,468,,
82.999,-102.095,-637.5,-412.5,455.5,,
83.191,-101.041,-612.5,-412.5,444.3,,
83.381,-99.926,-587.5,-412.5,440.4,,
83.567,-98.746,-562.5,-412.5,441,,
83.752,-97.496,-537.5,-412.5,439.8,,
83.932,-96.17,-512.5,-412.5,432.4,,
84.11,-94.764,-487.5,-412.5,420.1,,
84.284,-93.27,-462.5,-412.5,406.8,,
84.454,-91.685,-437.5,-412.5,398,,
84.619,-90,-412.5,-412.5,395.9,,
84.779,-88.21,-387.5,-412.5,396.8,,
84.934,-86.309,-362.5,-412.5,395,,
85.083,-84.289,-337.5,-412.5,389,,
85.226,-82.147,-312.5,-412.5,381.7,,
85.361,-79.875,-287.5,-412.5,376.8,,
85.489,-77.471,-262.5,-412.5,375.6,,
85.608,-74.932,-237.5,-412.5,376.4,,
85.719,-72.255,-212.5,-412.5,378,,
85.819,-69.444,-187.5,-412.5,379.3,,
85.909,-66.501,-162.5,-412.5,381.6,,
85.988,-63.435,-137.5,-412.5,385.5,,
86.055,-60.255,-112.5,-412.5,390.4,,
86.109,-56.976,-87.5,-412.5,391.7,,
86.15,-53.616,-62.5,-412.5,387.6,,
86.178,-50.194,-37.5,-412.5,379.4,,
86.192,-46.736,-12.5,-412.5,370.2,,
86.192,-43.264,,12.5,-412.5,361.6,
86.178,-39.806,,37.5,-412.5,354.5,
86.15,-36.384,,62.5,-412.5,346.3,
86.109,-33.024,,87.5,-412.5,333.9,
86.055,-29.745,112.5,-412.5,318.3,,
85.988,-26.565,137.5,-412.5,304.3,,
85.909,-23.499,162.5,-412.5,294.4,,
85.819,-20.556,187.5,-412.5,288.3,,
85.719,-17.745,212.5,-412.5,284.4,,
85.608,-15.068,237.5,-412.5,281.4,,
85.489,-12.529,262.5,-412.5,278.1,,
85.361,-10.125,287.5,-412.5,274.4,,
85.226,-7.853,312.5,-412.5,271.2,,
85.083,-5.711,337.5,-412.5,269.4,,
84.934,-3.691,362.5,-412.5,268.6,,
84.779,-1.79,387.5,-412.5,268.1,,
